,company name,affiliation,former ID,industry type,city,state,address / directions,Phone #,Full Reporting Number,Reporting Mark,Reporting Number,locomotive serial number,locomotive model,Manufactured Date(MM/YY),Acquisition Date,HP,Cross Match
1565,Gavilon,,(formerly DeBruce Grain Co.),,,,"1700 Front St., 68025    (P.O. Box 689, 68025)   ",  [(402) 727-0878],,,,15055.0,GP7,Feb-52,,1500.0,Not Matched
1566,Scoular Co.   ,,, (grain),,,"925 E. Factory St., 68025                      ",   [(402) 721-9767],,,,,GP30,Mar-63,2002.0,2250.0,Not Matched
1567,Scoular Co.   ,,, (grain),,,"925 E. Factory St., 68025                      ",   [(402) 721-9767],,,,19477.0,GP9,May-54,,1750.0,Not Matched
1568,Midland Cooperative / Cooperative Producers Inc.,,,,Funk ,,"Hwy. 6 & 34, 68940     ", [(308) 263-2441],,,,,NW2 Ex GMC - Central Foundry #1979,,,,Not Matched
1569,All Points Cooperative,,(formerly Farmland Service Cooperative),,Gothenburg,,   Lincoln Hwy.,   [(308) 537-7144 ],,,,25664.0,SD24d,Jan-60,2005.0,,Not Matched
1570,Appalachian Rail Services,(subs. Cathcart),(formerly Freight Car America),,Grand Island,,"Cornhusker Ordnance Building N17  68803  (on 3rd Ave, off Old Potash Hwy. (a.k.a 6th St), west of...)    ", [(308) 382-3880],,,,16627.0,SW8,Nov-52,,800.0,Not Matched
1571,Appalachian Rail Services,(subs. Cathcart),(formerly Freight Car America),,Grand Island,,"Cornhusker Ordnance Building N17  68803  (on 3rd Ave, off Old Potash Hwy. (a.k.a 6th St), west of...)    ", [(308) 382-3880],,,,19310.0,SW9,Dec-53,2003.0,1200.0,Not Matched
1572,Appalachian Rail Services,(subs. Cathcart),(formerly Freight Car America),,Grand Island,,"Cornhusker Ordnance Building N17  68803  (on 3rd Ave, off Old Potash Hwy. (a.k.a 6th St), west of...)    ", [(308) 382-3880],,,,14379.0,SW9,Jul-51,,1200.0,Not Matched
1573,Appalachian Rail Services,(subs. Cathcart),(formerly Freight Car America),,Grand Island,,"Cornhusker Ordnance Building N17  68803  (on 3rd Ave, off Old Potash Hwy. (a.k.a 6th St), west of...)    ", [(308) 382-3880],,,,36034.0,GE 100ton IV-B,Nov-66,,,Not Matched
1574,Appalachian Rail Services,(subs. Cathcart),(formerly Freight Car America),,Grand Island,,"Cornhusker Ordnance Building N17  68803  (on 3rd Ave, off Old Potash Hwy. (a.k.a 6th St), west of...)    ", [(308) 382-3880],WCCX 1,WCCX,1,14372.0,SW9m,Jul-51,,,Reporting Match
1575,Grand Island Utilities Dept.  -  Platte Generating Station,,,,,,"1035 West Wildwood Dr., 68801       (P.O. Box 1968, 68802)",,,,,25044.0,SW1200,Mar-59,,1200.0,Not Matched
1576,Nebraska Public Power District  -  Sheldon Station,,,,Hallam,,"4500 W. Pella Rd.     (P.O. Box 88, 68368)            ",  [(402) 787-2555],,,,,SD38-2,,2014.0,2000.0,Not Matched
1577,"AGP / Ag Processing, Inc.",,,,Hastings,,"2801 E. 7th St., 68901                              ", [(402) 463-5290],,,,,Plymouth 45ton DE [,Sep-52,,,Not Matched
1578,Appalachian Rail Services, (subs. Cathcart), (formerly Freight Car America), (railcar repair) ,,,(Industrial Park East)      (off US 6),,,,,26851.0,GP20,-61,,2000.0,Not Matched
1579,Hastings Utilities  -  Whelan Energy Center,,,,,,"(Industrial Park East)    (office: 1228 N. Denver Ave., 68901)      ",[(402) 463-1371],RLCX 909,RLCX,909,22880.0,SW900,Sep-56,2011.0,900.0,Not Matched
1580,Farmers Co-Op Elevator,,,,Hemingford,,"1017 Laramie Ave., 69348                       ", [(308) 487-3318],,,,25108.0,GP9,-59,2002.0,1750.0,Not Matched
1581,Gavilon Grain,,(formerly Peavey Grain Co.),,Kearney,,"2700 Grand Ave., 68847     ",(308) 708-6000,,,,24739.0,GP7,Jun-51,1998.0,1500.0,Not Matched
1582,Gavilon Grain,,(formerly Peavey Grain Co.),,Kearney,,"2700 Grand Ave., 68847     ",(308) 708-6000,,,,17980.0,GP9,Apr-53,2022.0,1750.0,Not Matched
1583,High Plains Cooperative,,,,Kimball,," 201 W. Front, 69145                             ",  [(308) 235-3562],,,,20715.0,GP9,Oct-55,,1750.0,Not Matched
1584,Gavilon,,"(formerly DeBruce Grain, Inc.)",,Lexington,,"302 E. Pacific St., 68850                             ",  [(308) 324-2377],,,,10386.0,NW2,Sep-49,,1000.0,Not Matched
1585,Gavilon,,"(formerly DeBruce Grain, Inc.)",,Lexington,,"302 E. Pacific St., 68850                             ",  [(308) 324-2377],,,,21310.0,SD9,-56,,1750.0,Not Matched
1586,AGP   (Ag Processing),,,,Lincoln,,"940 Calvert St., 68502",(402) 423-8977,,,,14288.0,GP7,Apr-51,,1500.0,Not Matched
1587,AGP   (Ag Processing),,,,Lincoln,,"940 Calvert St., 68502",(402) 423-8977,,,,23150.0,GP9,-57,2002.0,1750.0,Not Matched
1588,CHS,,,hrain elevator,Loomis,,,,DLCX 3138,DLCX,3138,32800.0,SD45m,Apr-67,2021.0,,Not Matched
1589,Ash Grove Cement Co.,,(formerly National Stone Co.),,Louisville,,"16215 Hwy 50, 68037     ",  [(402) 234-2415],,,,29341.0,GE 45ton,Mar-48,,,Not Matched
1590,Ash Grove Cement Co.,,(formerly National Stone Co.),,Louisville,,"16215 Hwy 50, 68037     ",  [(402) 234-2415],,,,33846.0,GE 80ton,Sep-61,,,Not Matched
1591,Ash Grove Cement Co.,,(formerly National Stone Co.),,Louisville,,"16215 Hwy 50, 68037     ",  [(402) 234-2415],LRSX 600,LRSX,600,36657.0,SW1500,Jun-70,,1500.0,Not Matched
1592,Mid America Agri Products,(subs. Mid America Bio Energy),,ethanol,Madrid,,"76080 Rd 338, 69150",(308) 326-4570,ISLX 918,ISLX,918,35890.0,SW1000,,,1000.0,Not Matched
1593,Ag Valley Cooperative,,,,Maywood,, ,,,,,23946.0,GP9,Nov-57,,1750.0,Not Matched
1594,Frontier Cooperative Co.,,,,Mead,,"410 E 3rd St., 68041    ",  [(402) 624-3255],,,,19901.0,GP9,Dec-54,,1750.0,Not Matched
1595,"Kaapa Ethanol, LLC",,,,Minden,,"8450 Kaapa Ln., 68959   (on US 34 / 6 mi. W of..., 3 mi. E of Axtell)",(308) 743-2217,,,,33143.0,SW1500,Sep-67,,1500.0,Not Matched
1596,Gavilon,,"(formerly DeBruce Grain, Inc.)",,Nebraska City,,"500 1st Terr., 68410      ", [(402) 873-6684],,,,19928.0,SD9,Feb-54,,1750.0,Not Matched
1597,Gavilon,,"(formerly DeBruce Grain, Inc.)",,Nebraska City,,"500 1st Terr., 68410      ", [(402) 873-6684],,,,20237.0,SD9,May-55,,1750.0,Not Matched
1598,Louis Dreyfus Commodities LLC â€“ Elkhorn Valley Ethanol,,,ethanol,Norfolk,,"3002 N Victory Rd., 68701  (~2 M NE of ...)",(402) 844-2680,,,,,NW2,Jun-48,2007.0,1000.0,Not Matched
1599,Louis Dreyfus Commodities LLC â€“ Elkhorn Valley Ethanol,,,ethanol,Norfolk,,"3002 N Victory Rd., 68701  (~2 M NE of ...)",(402) 844-2680,,,,73623.0,SW1000,,,1000.0,Not Matched
1600,Nucor Steel  -  Nebraska,,,steel mill,,,"2911 E. Nucor Rd., 68701     (n/e of ...)                      ", [(402) 644-0200],,,,19538.0,SW1200,Dec-54,1987.0,1200.0,Not Matched
1601,Nucor Steel  -  Nebraska,,,steel mill,,,"2911 E. Nucor Rd., 68701     (n/e of ...)                      ", [(402) 644-0200],ISLX 905,ISLX,905,20182.0,SW1200,Jan-55,,1200.0,Not Matched
1602,Nucor Steel  -  Nebraska,,,steel mill,,,"2911 E. Nucor Rd., 68701     (n/e of ...)                      ", [(402) 644-0200],ISLX 914,ISLX,914,19087.0,SW1200,Jan-55,,1200.0,Not Matched
1603,Frontier Cooperative  ,,(formerly Peavey  Co.),,North Bend,,"351 Cottonwood St., 68649                       ",    [(402) 652-8611],,,,15204.0,GP7,Nov-51,,1500.0,Not Matched
1604,Ag Valley Co-Op,,(formerly Maywood Co-Op Association),,North Platte,,"402 E 7th St., 69101",,,,,24242.0,GP9,Nov-57,,1750.0,Not Matched
1605,Progress Rail Services Corp.,,(formerly Glover Group),(railcar repair),Northport     (Bridgeport),,                                       ,   [(308) 262-1727],,,,13551.0,GP7,Mar-51,,1500.0,Not Matched
1606,Progress Rail Services Corp.,,(formerly Glover Group),(railcar repair),Northport     (Bridgeport),,                                       ,   [(308) 262-1727],,,,15287.0,GP7,Dec-51,,1500.0,Not Matched
1607,Progress Rail Services Corp.,,(formerly Glover Group),(railcar repair),Northport     (Bridgeport),,                                       ,   [(308) 262-1727],SPSX 4034,SPSX,4034,,B23-7 Ex,,2002.0,,Not Matched
1608,Cargill / Ag Horizons,,,,O'Neil,,"87087 494 Ave., 68763",(402) 336-4010,,,,,SD50,Jan-83,2020.0,3550.0,Not Matched
1609,GBW Railcar Services,,(formerly Greenbrier),,Omaha,,"4901 S 28th Ave,  68107                                 ",  [(402) 731-5660],,,,17599.0,GP7,Oct-52,,1500.0,Not Matched
1610,GBW Railcar Services,,(formerly Greenbrier),,Omaha,,"4901 S 28th Ave,  68107                                 ",  [(402) 731-5660],,,,13204.0,GP7,-51,,1500.0,Not Matched
1611,Omaha Public Power District  -  Florence Plant,,,,,,"7475 Pershing Dr.        (head office: 444 S. 16th St. Mall, Omaha, Ne., 68102)",,2nd,,,14752.0,SW9,Dec-51,2018.0,1200.0,Not Matched
1612,Cargill,,(formerly United Grain Corp.),,Ord,,"SR 11 E, 68862",(308) 728-3653,,,,25366.0,SD24m,Jul-59,,,Not Matched
1613,Farmers Cooperative Elevator Co.,,,,Plymouth,,512 E. Main St.     , [(402) 656-3615],RLCX #1314,,#1314,20382.0,SW1200,Dec-55,,1200.0,Not Matched
1614,"Cargill, Inc.",,,,Ravenna,,"222 W. Utica St., 68869     ", [(308) 452-3281],,,,,NW2,Jun-49,1986.0,1000.0,Not Matched
1615,"Cooperative Producers, Inc.  (CPI) Agronomy",,,grain elevator,Red Cloud,,"430 Welsch St., 68970",(402) 746-3195,IBCX 1061,IBCX,1061,20771.0,GP9,Jan-56,,1750.0,Not Matched
1616,Agri Co-op,,,,Roseland,,"9309 Lincoln Ave., 68973                ",  [(402) 756-6201],,,,21169.0,SW1200,Feb-56,,1200.0,Not Matched
1617,Farmers Co-Op Association,,,,Shelby  ,,"340 Oak St., 68662       ", [(402) 527-5511],,,,27615.0,SD18,-63,2003.0,1800.0,Not Matched
1618,Adams Ind.,,"(formerly Sidney Warehousing & Industrial Sites  ""SWIS"")",logistics,Sidney,,"   (~ 10 mi. N. of ..., at former Sioux Army Depot)    (P.O. Box 319, 69162)",,,,,,NW2,Oct-47,2017.0,1000.0,Not Matched
1619,Frontier Cooperative Co. â€“ Platte Valley Terminal       ,(subs. ConAgra),(formerly Peavey Co.),,Silver Creek,,"   (E. of...)            (P.O. Box 250, 68663)                       [(308) 773-2225]",,,,,16469.0,GP7,Jul-52,,1500.0,Not Matched
1620,"Richardson Milling, Inc.",,(formerly 21st Century Grain Processing),(oat processing),South Sioux City,,5005 Dakota Ave.          , [(402) 494-3000],,,,28417.0,SW900,Dec-63,1997.0,900.0,Not Matched
1621,"Agrex, Inc.",(subs. Mitsubishi), (formerly Koppel Grain),,Superior,,"Hwy 8 E, 68978     ", [(402) 879-4702],,,,19497.0,SW900m,-54,2009.0,,Not Matched
1622,United Farmers Cooperative,,(formerly Blue Valley Farm Cooperative),,Tamora,,,,,,,11834.0,GP7,Aug-50,,1500.0,Not Matched
1623,United Farmers Cooperative,,(formerly Blue Valley Farm Cooperative),,Tamora,,,,,,,27607.0,SD18,-63,2003.0,1800.0,Not Matched
1624,Gavilon,,(formerly DeBruce Grain ),,Thumel  (Clarks),,21st Rd  (just N of US Hwy. 30)     (~4 mi SW of Clarks) ,  (308) 548-2203,,,,29245.0,SW1200,Jul-64,,1200.0,Not Matched
1625,Green Plains Renewable Energy Inc.,,(formerly Pioneer Trail Energy Corp.),,Wood River,,"7878 S. 140th Road, 68883                      ", [(308) 583-2291],WRIX 1616,WRIX,1616,20319.0,GP9,Jun-55,,1750.0,Not Matched
1626,Clean Earth Dredging Technologies,,,,Jersey City,,1 Linden Ave. 07305     (877) 445-3478,,,,,,NW2,Jun-47,,1000.0,Not Matched
1627,Kinder Morgan,,(formerly US Development),ethanol terminal,Tremley Point  (Linden),,,,WAMX 1703,WAMX,1703,33186.0,SW1000,Oct-67,2012.0,1000.0,Not Matched
1628,PABCO  ,,,(gypsum mining),,,(operates 11 mi. line from Apex on UP S/E to mine),,,,,23193.0,GP9,Apr-56,2018.0,1750.0,Not Matched
1629,PABCO  ,,,(gypsum mining),,,(operates 11 mi. line from Apex on UP S/E to mine),,,,,20818.0,GP9,,2018.0,1750.0,Not Matched
1630,Southwest Transload & Distribution,,[formerly Rail Head ?],intermodal terminal,Las Vegas,,"4740 E Tropical Parkway, 89115",,ECRX #7229,,#7229,22875.0,SW900,Oct-56,,900.0,Not Matched
1631,"Fulcrum Sierra Biofuels, LLC",,,,McCarran (Wunutoo Station),,"3600 Peru Dr., 89437",,SVGX 1518,SVGX,1518,25750.0,SW1200,-60,2022.0,1200.0,Reporting Match
1632,Savage Services,,,transload,,,Charan Ave.,(775) 777-1755,,,,12299.0,GP7,Dec-50,,1500.0,Not Matched
1633,ADM Corn Processing,,(formerly Clinton Corn Processing until 1982),distibution warehouse,Montezuma,,8797 W Loop Rd,(315) 776-4811,,,,11695.0,EMD SW8,Sep-50,,,Not Matched
1634,J Star Consolidated,,,,Moline  (Toledo),,"29460 E. Broadway St., 43600          ",    [(419) 661-9328],,,,,Plymouth 30ton MDT,Feb-54,,,Not Matched
1635,"Van Wert Terminals, LLC",,,,Van Wert,,9630 Hoaglin Center Rd.        (~3 miles E. of ...)    , (419) 238-5190,,,,30480.0,GE 50ton,Dec-49,,,Not Matched
1636,Heritage Cooperative,,(formerly Farmers Commission Co.),grain,Ada,Oh.,"332 W. Lincoln Ave., 45810",(419) 634-3030,,,,27804.0,GE 25ton,Mar-45,,,Not Matched
1637,National Lime & Stone Co.,,,,Akron,,"101 W. Emerling Ave.,  44301                         ",  [(330) 762-5461],,,,29946.0,GP35,Mar-65,,2500.0,Not Matched
1638,Cotter Merchandise Storage    ,,,,Akron ,,"1564 Firestone Parkway  (P. O. Box 808, 44309-0808)    (former Firestone Tire Plant)  ",  [(330) 773-9177],,,,30830.0,GE 95ton,Feb-51,,,Not Matched
1639,Cotter Merchandise Storage    ,,,,Akron ,,"1564 Firestone Parkway  (P. O. Box 808, 44309-0808)    (former Firestone Tire Plant)  ",  [(330) 773-9177],,,,,SW1200RS,-60,2017.0,1200.0,Not Matched
1640,American Steel Foundries,,,,Alliance,,"1001 E. Broadway St., 44601     ",  [(330) 823-6150],,,,15093.0,GE 60ton OCC,-41,,,Not Matched
1641,PTC Alliance / Alliance Midwest Tubular Products,(subs. Pittsburgh Tube Co.)      ,(formerly Alliance Tubular Prod.),,,,"640 Keystone St.          (P. O. Box 2298, 44601)     ", [(330) 821-5700],,,,,SW1 [,May-40,,,Not Matched
1642,PTC Alliance / Alliance Midwest Tubular Products,(subs. Pittsburgh Tube Co.)      ,(formerly Alliance Tubular Prod.),,,,"640 Keystone St.          (P. O. Box 2298, 44601)     ", [(330) 821-5700],,,,19300.0,SW600,Jun-54,1999.0,600.0,Not Matched
1643,PTC Alliance Corp.,,(formerly Alliance Midwest Tubular Products),,,,"640 Keystone St.          (P. O. Box 2298, 44601)     ", [(330) 821-5700],,,,,SW1 [,May-40,,,Not Matched
1644,Elkem Metals Co.   ,," (formerly Union Carbide, previously Electro Mettalurgical)",packaging,,,"2700 Lake Rd. E., 44004      [(216) 993-2300]",,,,,31329.0,GE 80ton,Jan-52,2003.0,,Not Matched
1645,Geon Co.,,"(formerly Avient, previously Polyone, previosuly Geon)",PVC compound,Avon Lake,,"  Moore & Walker  Rds.           (office: 1 Geon Center, 44012)     ", [(440) 930-3244],GMTX 63,GMTX,63,73623.0,SW1001,-73,2016.0,1000.0,Not Matched
1646,Polyone Corp.  ,,(formerly Geon Co.),PVC compounds,,,"  Moore & Walker  Rds.        (office: 1 Geon Center, 44012)     ", [(440) 930-3244],GMTX 63,GMTX,63,73623.0,SW1001,-73,2016.0,1000.0,Not Matched
1647,BWX Technologies Inernational                ,,(formerly Babcock & Wilcox),,Barberton,,4th & Sterling    ,  [(216)753-4511],,,,17861.0,GE 65ton,Apr-43,,,Not Matched
1648,"Bunge North America (East), Inc.",,"(formerly Central Soya Co., Inc.)",,Bellevue,,"605 Goodrich Rd.   (P.O. Box 369, 44811)    ", [(419) 483-5340],,,,,SW1200RS,Sep-58,,1200.0,Not Matched
1649,"Bunge North America (East), Inc.",,"(formerly Central Soya Co., Inc.)",,Bellevue,,"605 Goodrich Rd.   (P.O. Box 369, 44811)    ", [(419) 483-5340],LSLX 905,LSLX,905,,SW8,,,800.0,Reporting Match
1650,Nova Chemicals Inc. / Huntsman Chemical Corp.              ,,(formerly Novacor),(polystyrene)    ,Belpre,,"Township Road 97      (P.O. Box 600, 45714)                  ",      [(740) 568-3200],,,,,NW2m,Jan-48,,,Not Matched
1651,Sunrise Coperative,,(formerly Advaned Agri Solutions),(grain elevator),Botkins,,400 W Walnut St.,,,,,31821.0,GE 80ton,Jan-54,,,Not Matched
1652,Sunrise Coperative,,(formerly Advaned Agri Solutions),(grain elevator),Botkins,,400 W Walnut St.,,,,,41061.0,GE 85ton,Dec-77,,,Not Matched
1653,Olympic Mill Service,,,,Briar Hill,,952 S. State St.     (contractor for North Star Steel),    [(330) 545-4057] ,,,,19494.0,SW8,Jan-54,,800.0,Not Matched
1654,Olympic Mill Service,,,,Briar Hill,,952 S. State St.     (contractor for North Star Steel),    [(330) 545-4057] ,,,,20405.0,SW900,-55,,900.0,Not Matched
1655,Olympic Mill Service,,,,Briar Hill,,952 S. State St.     (contractor for North Star Steel),    [(330) 545-4057] ,,,,17877.0,SW9,Mar-53,2000.0,1200.0,Not Matched
1656,Olympic Mill Service,,,,Briar Hill,,952 S. State St.     (contractor for North Star Steel),    [(330) 545-4057] ,,,,12866.0,SW 9,Apr-53,,,Not Matched
1657,Olympic Mill Service,,,,Briar Hill,,952 S. State St.     (contractor for North Star Steel),    [(330) 545-4057] ,,,,17418.0,GP7,Oct-52,,1500.0,Not Matched
1658,Olympic Mill Service,,,,Briar Hill,,952 S. State St.     (contractor for North Star Steel),    [(330) 545-4057] ,,,,24295.0,GP9,Oct-59,,1750.0,Not Matched
1659,Cardinal Operating Co.  â€“  Cardinal Plant,,,,Brilliant,,"306 CR 7E, 43913",  (740) 598-4164,,,,35945.0,GE 100ton,Mar-66,,,Not Matched
1660,Cardinal Operating Co.  â€“  Cardinal Plant,,,,Brilliant,,"306 CR 7E, 43913",  (740) 598-4164,,,,38951.0,GE 100ton,Sep-73,,,Not Matched
1661,"Bucyrus Railcar Repair, LLC",(T&C Rail Holdings / Cathcart),,,Bucyrus,,824 Woodlawn Ave.    ,(419) 562-0740,,,,,Thomas Hill 40ton Vanguard,-83,,,Not Matched
1662,"Bucyrus Railcar Repair, LLC",(T&C Rail Holdings / Cathcart),,,Bucyrus,,824 Woodlawn Ave.    ,(419) 562-0740,,,,,GE 65ton Ex Transco,,,,Not Matched
1663,Harrison Mining Corp.  ï¿½  Nelms Portal  ,(subs. Quaker Coal) ,(formerly Youghiogheny & Ohio Coal Co.),,Cadiz,,,,,,,,Eimco 10ton,,,,Not Matched
1664,Harrison Mining Corp.  ï¿½  Nelms Portal  ,(subs. Quaker Coal) ,(formerly Youghiogheny & Ohio Coal Co.),,Cadiz,,,,,,,,Eimco 10ton,,,,Not Matched
1665,Republic Steel,,(formerly Republic Engineered Products),,Canton,,"2633 8th St., 44704   ", [(330) 438-5435],,,,59129.0,S2,,,,Not Matched
1666,Republic Steel,,(formerly Republic Engineered Products),,Canton,,"2633 8th St., 44704   ", [(330) 438-5435],,,,59130.0,S2,,,,Not Matched
1667,Republic Steel,,(formerly Republic Engineered Products),,Canton,,"2633 8th St., 44704   ", [(330) 438-5435],,,,59131.0,S2,,,,Not Matched
1668,Republic Steel,,(formerly Republic Engineered Products),,Canton,,"2633 8th St., 44704   ", [(330) 438-5435],,,,59132.0,S2,,,,Not Matched
1669,Republic Steel,,(formerly Republic Engineered Products),,Canton,,"2633 8th St., 44704   ", [(330) 438-5435],,,,,SW1,Jun-42,,600.0,Not Matched
1670,Republic Steel,,(formerly Republic Engineered Products),,Canton,,"2633 8th St., 44704   ", [(330) 438-5435],,,,,SW1,,,600.0,Not Matched
1671,Republic Steel,,(formerly Republic Engineered Products),,Canton,,"2633 8th St., 44704   ", [(330) 438-5435],,,,14560.0,SW1,Aug-51,,600.0,Not Matched
1672,Republic Steel,,(formerly Republic Engineered Products),,Canton,,"2633 8th St., 44704   ", [(330) 438-5435],,,,,NW2,Dec-46,,1000.0,Not Matched
1673,Republic Steel,,(formerly Republic Engineered Products),,Canton,,"2633 8th St., 44704   ", [(330) 438-5435],,,,10801.0,SW7,Oct-50,,1200.0,Not Matched
1674,Republic Steel,,(formerly Republic Engineered Products),,Canton,,"2633 8th St., 44704   ", [(330) 438-5435],,,,20957.0,SW900,Jan-56,,900.0,Not Matched
1675,Republic Steel,,(formerly Republic Engineered Products),,Canton,,"2633 8th St., 44704   ", [(330) 438-5435],,,,,SW1001,-67,,1000.0,Not Matched
1676,Republic Steel,,(formerly Republic Engineered Products),,Canton,,"2633 8th St., 44704   ", [(330) 438-5435],,,,,SW1001,-69,,1000.0,Not Matched
1677,Timken Co.   ,,,(Bearings),,,"1835 Dueber Ave. SW, 44706                   ",  [(330) 438-3000],,,,31562.0,GE 25ton,May-52,,,Not Matched
1678,Timken Co.   ,,,(Bearings),,,"1835 Dueber Ave. SW, 44706                   ",  [(330) 438-3000],,,,29046.0,GE 25ton,Sep-47,1986.0,,Not Matched
1679,Timken Co.   ,,,(Bearings),,,"1835 Dueber Ave. SW, 44706                   ",  [(330) 438-3000],,,,31846.0,GE 80ton,Apr-53,,,Not Matched
1680,Timken Co.   ,,,(Bearings),,,"1835 Dueber Ave. SW, 44706                   ",  [(330) 438-3000],,,,41061.0,GE 85ton,Dec-77,,,Not Matched
1681,Timken Co.   ,,,(Bearings),,,"1835 Dueber Ave. SW, 44706                   ",  [(330) 438-3000],,,,30639.0,SW1200,-65,,1200.0,Not Matched
1682,Timken Co.   ,,,(Bearings),,,"1835 Dueber Ave. SW, 44706                   ",  [(330) 438-3000],,,,30748.0,SW1200,Oct-65,,1200.0,Not Matched
1683,Timken Co.   ,,,(Bearings),,,"1835 Dueber Ave. SW, 44706                   ",  [(330) 438-3000],,,,30749.0,SW1200,Oct-65,,1200.0,Not Matched
1684,Timken Co.   ,,,(Bearings),,,"1835 Dueber Ave. SW, 44706                   ",  [(330) 438-3000],,,,30750.0,SW1200,Oct-65,,1200.0,Not Matched
1685,National Lime & Stone Co.,,,,Carey,,"N. Patterson St.,  43316   ",  [(419) 396-7671],,,,,"Plymouth 18ton HL Formerly at Spore, Oh., previously at Marion. Oh.",,,,Not Matched
1686,National Lime & Stone Co.,,,,Carey,,"N. Patterson St.,  43316   ",  [(419) 396-7671],,,,31545.0,GE 65ton,Mar-52,,,Not Matched
1687,National Lime & Stone Co.,,,,Carey,,"N. Patterson St.,  43316   ",  [(419) 396-7671],,,,29999.0,GE 80ton,Aug-48,,,Not Matched
1688,National Lime & Stone Co.,,,,Carey,,"N. Patterson St.,  43316   ",  [(419) 396-7671],,,,,SW1,May-42,1997.0,600.0,Not Matched
1689,National Lime & Stone Co.,,,,Carey,,"N. Patterson St.,  43316   ",  [(419) 396-7671],,,,24145.0,SW1200,Nov-57,,1200.0,Not Matched
