company name,affiliation,former ID,industry type,city,state,address / directions,Phone #,Full Reporting Number,Reporting Mark,Reporting Number,locomotive serial number,locomotive model,Manufactured Date(MM/YY),Acquisition Date,HP
Scherbenske & Son Inc,,,sand & gravel,,,,,ILSX 906,ILSX,906,10514,TR2A,Dec-49,,
Dakota Plains Ag Co-Op / CHS,,,elevator,Kendrick,,"165th Ave SE, 58051",  (701) 428-3134,,,,,SW1200RS,,,1200
Border Ag,,,,Lansford,,,,,,,,SD9 Ex United Quality Cooperative Grain #316,,,
Northern Sun,,,,,,,,LLPX 1502,LLPX,1502,,GP15,Jul-79,2018,
Farmers Cooperative Elevator - South Plant,,,,Lidgerwood,,301 2nd Ave. SE,  (701) 538-4617,ILSX 1332,ILSX,1332,20014,GP9,Dec-54,,1750
Horizon Resources,,(formerly Prairie States Co-Op Terminal),,,,"215 2nd St W, 58801",(701) 572-2171,ISLX 1362,ISLX,1362,25060,GP9m,-59,,1500
Osnabrock Farmers Cooperative Elevator / Northern Prairie Ag ,,,,Nekoma,,"103 Dakota St., 58355",  (701) 949-2722,,,,37929,GP38,Nov-71,,2000
United Quality Cooperative Grain,,(formerly Dakota Quality Cooperative Grain),grain elevator,New Town,,"14 Railroad Ave. S, 58770",  (701) 862-3404,,,,,GP9 Ex Dakota Quality Co-Op Grain #8270,,,
Cendak Cooperative,,(formerly BTR Famers Cooperative),,Niles / Leeds,,,,ISLX 1354,ISLX,1354,13926,GP7,-51,2009,1500
Plaza-Makoti Equity Elevator,,,,Plaza,,"101 Railroad Ave, 58771",(701) 497-3707,ILSX 1337,ILSX,1337,73695,SD40-2,Oct-74,2017,3000
Red Tail Energy,,,,Richardson,,,,ISLX 302,ISLX,302,18569,GP7,Jun-53,,1500
Scranton Equity Exchange,,,,Scranton,,,,ILSX 1369,ILSX,1369,22733,GP9,Aug-57,,1750
Scranton Equity Exchange,,,,Scranton,,,,ILSX 8353,ILSX,8353,23853,GP9,Jan-57,,1750
Green Bison Soy Processing,  (j/v ADM / Marathon Petroleum),(at former Ladish Malting / Cargill site),soy processing,,,"3349 94th Ave., SE, 58481  ",  (800) 475-4291,GMTX 2668,GMTX,2668,33480,GP40d,Oct-67,2023,
Smart Sand,,,,,,,,CEFX 4002,CEFX,4002,37853,GP40,Sep-71,2020,3000
Renville Elevator,,,,Tolley,,"Railway Ave., 58787    ", [(701) 386-2457],,,,,SW1,Aug-39,,600
Savage Services,,,oil field services,Trenton,,,,SVGX 8604,SVGX,8604,,GP9,-56,,1750
Savage Services,,,oil field services,Trenton,,,,SVGX 8618,SVGX,8618,33689,GP38d-3,Nov-67,2019,
Minn-Dak Farmers Cooperative,,,,Wahpeton,,"7525 Red River Rd., 58075       ",[(701) 642-8411],,,,20330,SW1200,Mar-55,,1200
Concrete Services / Strata Corp.,,,aggregates yard,,,"102 12th Ave, NW",(701) 277-1432,,,,,SW1200RS,-56,,1200
Ciment du Quebec  ,,,,Bow,N.H.,"7 Johnson Rd., 03304                          ",  [(603) 228-1001 ],,,,30919,GE 50ton,May-51,,
Dow Chemical  ,,(formerly Union Carbide),,Bound Brook,N.J.,"1 River Road, 08805                              ", [(732) 563-5000],BB&RR 8159,RR,8159,,SW1200RS,-60,,1200
Midpoint Logistics Center,,,industrial park,Hillsborough Township / Mansville,,"152 US 206, 08844",,GMTX 2614,GMTX,2614,35344,GP38,Jul-69,,2000
Sims Metal Management,,(formerly Metal Management),,Newark,,20 - 26 Ricards St,(973) 344-4570,,,,14044,SW9,May-51,,1200
Kinysharyo International LLC - Eastern Railcar Div.,,,railcar repair,Piscataway,,"145 Baekland Ave., 08854",  (732) 230-4501,,,,34770,GP40FH-2,Jan-69,2016,3000
Gavilon,,,,Clovis,,"1327 US 60, 88101",(575) 762-2946,,,,17738,GP9,Apr-53,,1750
Viterra,,(formerly Gavilon),,,,"1327 US 60, 88101",(575) 762-2946,,,,17738,GP9,Apr-53,,1750
Vulcan Materials â€“ Torrance Quarry,,(Mainline Rock & Ballast),,Encino  (Torrance County),,"75 Eshieman Rd., 88321    (5 mi. W of...)",(575) 584-0151,,,,24037,SW1200,-58,2014,1200
Vulcan Materials â€“ Torrance Quarry,,(Mainline Rock & Ballast),,Encino  (Torrance County),,"75 Eshieman Rd., 88321    (5 mi. W of...)",(575) 584-0151,,,,,SD40 Ex Mainline Rock & Ballast #0122,,2014,
TPL Inc.       ,,, (munitions deactivation and recycling),Fort Wingate,,,,,,,,H-12-44,Feb-53,,
Chino Mines Co.    ,(subs. Phelps Dodge Corp.),,,Hurley,,,,,,,18099,SW9,May-53,,1200
CIG Logistics,,,transload,,,,,CITX 2800,CITX,2800,,SD40-2,Sep-67,,3000
In-Terminal Services [now Corman ?] / ITSX â€“ UP Intermodal Terminal,,,,Santa Theresa,,"32880 W 191st St, 66021  (~2 mi NW of...)",,ITSX 6211,ITSX,6211,73687,SD40-2,May-74,2014,3000
Titan Mining Co.,," (formerly Star Mountain Resources - not operated , previously St. Lawrence Zinc Co. )",,Balmat,,"Sylvia Lake, (Gouverneur), 13642                               ", [(315) 287-2500 ],,,,,Plymouth 8ton HMD-24,Feb-71,,
Titan Mining Co.,," (formerly Star Mountain Resources - not operated , previously St. Lawrence Zinc Co. )",,Balmat,,"Sylvia Lake, (Gouverneur), 13642                               ", [(315) 287-2500 ],,,,,Plymouth 8ton HMD-24,Aug-71,,
Titan Mining Co.,," (formerly Star Mountain Resources - not operated , previously St. Lawrence Zinc Co. )",,Balmat,,"Sylvia Lake, (Gouverneur), 13642                               ", [(315) 287-2500 ],,,,,Plymouth 6ton HMD-24,Aug-71,,
Titan Mining Co.,," (formerly Star Mountain Resources - not operated , previously St. Lawrence Zinc Co. )",,Balmat,,"Sylvia Lake, (Gouverneur), 13642                               ", [(315) 287-2500 ],,,,,Plymouth 6ton HMD-24,Aug-71,,
Titan Mining Co.,," (formerly Star Mountain Resources - not operated , previously St. Lawrence Zinc Co. )",,Balmat,,"Sylvia Lake, (Gouverneur), 13642                               ", [(315) 287-2500 ],,,,,Plymouth 6ton HMD-24,Aug-71,,
Titan Mining Co.,," (formerly Star Mountain Resources - not operated , previously St. Lawrence Zinc Co. )",,Balmat,,"Sylvia Lake, (Gouverneur), 13642                               ", [(315) 287-2500 ],,,,,Plymouth 6ton HMD-24,Feb-73,,
Titan Mining Co.,," (formerly Star Mountain Resources - not operated , previously St. Lawrence Zinc Co. )",,Balmat,,"Sylvia Lake, (Gouverneur), 13642                               ", [(315) 287-2500 ],,,,,Plymouth 6ton HMD-24,Nov-74,,
Titan Mining Co.,," (formerly Star Mountain Resources - not operated , previously St. Lawrence Zinc Co. )",,Balmat,,"Sylvia Lake, (Gouverneur), 13642                               ", [(315) 287-2500 ],,,,,Plymouth 6ton HMD-24,Nov-74,,
Titan Mining Co.,," (formerly Star Mountain Resources - not operated , previously St. Lawrence Zinc Co. )",,Balmat,,"Sylvia Lake, (Gouverneur), 13642                               ", [(315) 287-2500 ],,,,,Plymouth 8ton HMD-24,Oct-75,,
Titan Mining Co.,," (formerly Star Mountain Resources - not operated , previously St. Lawrence Zinc Co. )",,Balmat,,"Sylvia Lake, (Gouverneur), 13642                               ", [(315) 287-2500 ],,,,,Plymouth 8ton HMD-24,Oct-75,,
Titan Mining Co.,," (formerly Star Mountain Resources - not operated , previously St. Lawrence Zinc Co. )",,Balmat,,"Sylvia Lake, (Gouverneur), 13642                               ", [(315) 287-2500 ],,,,,Plymouth 8ton HMD-24,Jun-76,,
Titan Mining Co.,," (formerly Star Mountain Resources - not operated , previously St. Lawrence Zinc Co. )",,Balmat,,"Sylvia Lake, (Gouverneur), 13642                               ", [(315) 287-2500 ],,,,,Plymouth 8ton HMD-24,Jul-77,,
Waste Management,,, (solid waste transfer),Bronx,,     (near Willis Ave. Bridge),,PREX 103,PREX,103,,NW2,Sep-49,2001,1000
ADM Milling Co.  â€“  Standard Elevator    ,,(formerly Pillsbury Co.),(flour milling)            ,Buffalo,,"250 Ganson St., 14203   ",   [(716) 849-7333],,,,32373,GE 25ton,Jul-55,,
Corn Exchange of Buffalo,,(formerly Pillsbury),,,,1 St. Clair Street  (Ohio & St. Clair)     ,  [(716) 856-1763],,,,,GE 35ton,,,
"Interface Solutions, Inc.         ",,"(formerly Armstrong World Ind., Inc)",,Fulton,,"2885  Rt. 481 N, 13069     ", [(315)592-0411],,,,,Plymouth 35ton MDT,Aug-55,1972,
Lackawanna Coal Terminal,,,,Lackawanna / Buffalo,,1951 Hamburg Turnpike,,,,,,SW1,-40,,600
Cargill Salt,,,,Lulowville  (Lansing),,,,,,,14497,SW8,Sep-51,2000,800
East Coast Railroad Services,,,,New Windsor,,"42 Argenio Dr., 12553",  (845) 565-7210,,,,31876,GE 44ton,Feb-53,,
Ray's Transportation / East Coast RR Service,,,track contractor / salvage,,,42 Argenio Dr.,,,,,31876,GE 44ton,Feb-53,,
Tier New York LLC,,(formerly Allwaste Container Services / Philip Services Corp.  )    ,(tank car cleaning),Niagara Falls,,"33 Hyde Park Blvd., 14303      (@old Niagara Jct. enginehouse)      [(716) 282-0514]",,,,,,GE 25ton,,,
Garnett Asphalt,,,,Peth   (Great Valley),,,,,,,21533,GP9,Apr-56,,1750
Griffis Business & Technology Park           ,,(formerly Griffis AFB),,Rome,,,,,,,31377,GE 80ton,Nov-52,,
Griffis Business & Technology Park           ,,(formerly Griffis AFB),,Rome,,,,,,,69461,S1,-41,,
Dimension Fabricators,,,,Scotia,,Glenville Industrial Park,,,,,29058,GE 45ton,Aug-47,,
New York Container Terminal,,,,,,,,GMTX 173,GMTX,173,35582,SW1500,Dec-69,2020,1500
Alstom Air Preheater Co.,,,,Wellsville,,Truax Rd.,,,,,,Ohio Crane,,,
Global TransPark,,,,Kinston,NC,,,L&C 90,C,90,30759,SW900,Oct-65,2016,900
E Energy,,,ethanol,Adams,Ne,"13238 E Aspen Rd, 68301    (~2 mi  NW of...)",  (402) 988-4655,,,,24976,SW900,-58,,900
"GBW Railcar Services, LLC",,(formerly Watco ),(railcar repair),Omaha,,"13810 L St., 68137         ", [(402) 894-1008],,,,,SW1,Jun-39,,600
Western Sugar Co.,,(formerly Great Western Sugar),,Scottsbluff,,"2100 E Overland Dr., 69361     ", [(308) 632-3414],,,,75629,MP15AC,-76,2018,1500
"AEP Pro Serve, Inc.",,(formerly Southwest Electric Power Co.),(coal hopper repair),Alliance,,,,,,,41105,GE 144ton,Oct-78,1984,
Progress Rail Services,,(formerly Trinity Railcar),,,,"   (4 mi. E. of...)   (RR 2, 69301)       ", [(308) 762-1393],,,,,SW1200RS,,,1200
Progress Rail Services,,(formerly Trinity Railcar),,,,"   (4 mi. E. of...)   (RR 2, 69301)       ", [(308) 762-1393],PRLX 4615,PRLX,4615,22844,GP9,Mar-57,,1750
West Sand & Gravel,,,,Ashland / Abel,,,,,,,31170,GE 70ton,Oct-51,,
Southeast Nebraska Cooperative Co.  â€“  Beatrice Branch,,,,Beatrice,,"403 S. 3rd St., Beatrice, NE 68310                           ",  [(402) 228-3458],,,,78401,S3,Nov-50,,
Southeast Nebraska Cooperative Co.  â€“  Beatrice Branch,,,,Beatrice,,"403 S. 3rd St., Beatrice, NE 68310                           ",  [(402) 228-3458],,,,24133,SW1200,Nov-57,,1200
Southeast Nebraska Cooperative Co.  â€“  Beatrice Branch,,,,Beatrice,,"403 S. 3rd St., Beatrice, NE 68310                           ",  [(402) 228-3458],,,,17086,GP7,Dec-52,2023,1500
J.E. Meuret Grain Co.,,"(formerly Cargill, Inc. / Ag Horizons)",,Bing    (South Sioux  City / Dakota City),,1633 E Ave.      , [(402) 833-6999],,,,17347,GP7,-52,,1500
"Cargill, Inc. â€“ North American Corn Milling        ",,,,,,"650 Industrial Rd., 68008                           ",   [(402) 533-4100 ]   ,RSSX 3817,RSSX,3817,25123,GP9,-59,,1750
"Cargill, Inc. â€“ North American Corn Milling        ",,,,,,"650 Industrial Rd., 68008                           ",   [(402) 533-4100 ]   ,,,,,GP39,,,2300
Central Valley Ag,,(formerly Progressive Ag Partners),,Bradshaw,,145 W Railway St & 340 E. Railway St. 68319,  [(402) 736-4333],,,,79560,S2d,Mar-52,1997,
Central Valley Ag,,(formerly Progressive Ag Partners),,Bradshaw,,145 W Railway St & 340 E. Railway St. 68319,  [(402) 736-4333],MCM / DHMX 4197,DHMX,/ DHMX 4197,17615,GP7,-52,,1500
Bridgeport Ethanol,,,,Bridgeport,,"10106 S Railroad Ave., 69336",(308) 262-2020,,,,17010,GP7,-52,,1500
Farmers Elevator Co.,,,,Chappell,,"433 1st, 69129                           ", [(308) 874-2245],,,,20742,GP9,Nov-55,,1750
Cargill Ag Horizons,,,grain elevator,Clyde / Holdrege,,"73033 L Rd., Holdrege, 68949",(308) 995-8656,,,,,SD40-2,May-79,,3000
ADM / Minnesota Corn Processors,(subs. ADM since 2002),,,Columbus,,"3000 E. 8th St., 68601                               ", [(402) 564-6353],SYRX 101,SYRX,101,34899,SW1500,-69,,1500
ADM / Minnesota Corn Processors,(subs. ADM since 2002),,,Columbus,,"3000 E. 8th St., 68601                               ", [(402) 564-6353],,,,33139,SW1500,-67,,1500
ADM / Minnesota Corn Processors,(subs. ADM since 2002),,,Columbus,,"3000 E. 8th St., 68601                               ", [(402) 564-6353],,,,,SW1500,Dec-71,,1500
ADM / Minnesota Corn Processors,(subs. ADM since 2002),,,Columbus,,"3000 E. 8th St., 68601                               ", [(402) 564-6353],,,,,SD40-2,Sep-79,2015,3000
Gavilon Grain  ,,(formerly Peavey Co.),,Cozad,,"305 East Highway 30, 69130                               ", [(308) 784-3611],DBGX 6634,DBGX,6634,25606,SD24d,Oct-59,,
Ag Valley Cooperative,,,,Edison,,"                           (P.O. Box 60, 68936)                       [(308) 697-4199]",,,,,73648,SD40-2,Dec-73,2002,3000
"Agrex, Inc.      ",,(formerly Koppel Grain),,Enola,,,,,,,,SW1,Apr-47,1980,600
"Agrex, Inc.      ",,(formerly Koppel Grain),,Enola,,,,,,,16611,SW8,-52,,800
Andersons Grain & Ethanol,,,,Fairmont,,"1211 US 6, 68354",(402) 268-6001,,,,,SW1200RS,-58,2024,1200
Manning Grain Co.,,,,,,(private line running SE from Fairmont to Burress,,SSRX 4605,SSRX,4605,22840,GP9,Mar-57,,1750
Frontier Co-Operative ,,,,Fremont,,"519 East County Road T, 68025                              ", [(402) 721-0260],,,,14392,GP7,May-51,,1500
Gavilon,,(formerly DeBruce Grain Co.),,,,"1700 Front St., 68025    (P.O. Box 689, 68025)   ",  [(402) 727-0878],,,,15055,GP7,Feb-52,,1500
Scoular Co.   ,,, (grain),,,"925 E. Factory St., 68025                      ",   [(402) 721-9767],,,,,GP30,Mar-63,2002,2250
Scoular Co.   ,,, (grain),,,"925 E. Factory St., 68025                      ",   [(402) 721-9767],,,,19477,GP9,May-54,,1750
Midland Cooperative / Cooperative Producers Inc.,,,,Funk ,,"Hwy. 6 & 34, 68940     ", [(308) 263-2441],,,,,NW2 Ex GMC - Central Foundry #1979,,,
All Points Cooperative,,(formerly Farmland Service Cooperative),,Gothenburg,,   Lincoln Hwy.,   [(308) 537-7144 ],,,,25664,SD24d,Jan-60,2005,
Appalachian Rail Services,(subs. Cathcart),(formerly Freight Car America),,Grand Island,,"Cornhusker Ordnance Building N17  68803  (on 3rd Ave, off Old Potash Hwy. (a.k.a 6th St), west of...)    ", [(308) 382-3880],,,,16627,SW8,Nov-52,,800
Appalachian Rail Services,(subs. Cathcart),(formerly Freight Car America),,Grand Island,,"Cornhusker Ordnance Building N17  68803  (on 3rd Ave, off Old Potash Hwy. (a.k.a 6th St), west of...)    ", [(308) 382-3880],,,,19310,SW9,Dec-53,2003,1200
Appalachian Rail Services,(subs. Cathcart),(formerly Freight Car America),,Grand Island,,"Cornhusker Ordnance Building N17  68803  (on 3rd Ave, off Old Potash Hwy. (a.k.a 6th St), west of...)    ", [(308) 382-3880],,,,14379,SW9,Jul-51,,1200
Appalachian Rail Services,(subs. Cathcart),(formerly Freight Car America),,Grand Island,,"Cornhusker Ordnance Building N17  68803  (on 3rd Ave, off Old Potash Hwy. (a.k.a 6th St), west of...)    ", [(308) 382-3880],,,,36034,GE 100ton IV-B,Nov-66,,
Appalachian Rail Services,(subs. Cathcart),(formerly Freight Car America),,Grand Island,,"Cornhusker Ordnance Building N17  68803  (on 3rd Ave, off Old Potash Hwy. (a.k.a 6th St), west of...)    ", [(308) 382-3880],WCCX 1,WCCX,1,14372,SW9m,Jul-51,,
Grand Island Utilities Dept.  -  Platte Generating Station,,,,,,"1035 West Wildwood Dr., 68801       (P.O. Box 1968, 68802)",,,,,25044,SW1200,Mar-59,,1200
Nebraska Public Power District  -  Sheldon Station,,,,Hallam,,"4500 W. Pella Rd.     (P.O. Box 88, 68368)            ",  [(402) 787-2555],,,,,SD38-2,,2014,2000
"AGP / Ag Processing, Inc.",,,,Hastings,,"2801 E. 7th St., 68901                              ", [(402) 463-5290],,,,,Plymouth 45ton DE [,Sep-52,,
Appalachian Rail Services, (subs. Cathcart), (formerly Freight Car America), (railcar repair) ,,,(Industrial Park East)      (off US 6),,,,,26851,GP20,-61,,2000
Hastings Utilities  -  Whelan Energy Center,,,,,,"(Industrial Park East)    (office: 1228 N. Denver Ave., 68901)      ",[(402) 463-1371],RLCX 909,RLCX,909,22880,SW900,Sep-56,2011,900
Farmers Co-Op Elevator,,,,Hemingford,,"1017 Laramie Ave., 69348                       ", [(308) 487-3318],,,,25108,GP9,-59,2002,1750
Gavilon Grain,,(formerly Peavey Grain Co.),,Kearney,,"2700 Grand Ave., 68847     ",(308) 708-6000,,,,24739,GP7,Jun-51,1998,1500
Gavilon Grain,,(formerly Peavey Grain Co.),,Kearney,,"2700 Grand Ave., 68847     ",(308) 708-6000,,,,17980,GP9,Apr-53,2022,1750
High Plains Cooperative,,,,Kimball,," 201 W. Front, 69145                             ",  [(308) 235-3562],,,,20715,GP9,Oct-55,,1750
Gavilon,,"(formerly DeBruce Grain, Inc.)",,Lexington,,"302 E. Pacific St., 68850                             ",  [(308) 324-2377],,,,10386,NW2,Sep-49,,1000
Gavilon,,"(formerly DeBruce Grain, Inc.)",,Lexington,,"302 E. Pacific St., 68850                             ",  [(308) 324-2377],,,,21310,SD9,-56,,1750
AGP   (Ag Processing),,,,Lincoln,,"940 Calvert St., 68502",(402) 423-8977,,,,14288,GP7,Apr-51,,1500
AGP   (Ag Processing),,,,Lincoln,,"940 Calvert St., 68502",(402) 423-8977,,,,23150,GP9,-57,2002,1750
CHS,,,hrain elevator,Loomis,,,,DLCX 3138,DLCX,3138,32800,SD45m,Apr-67,2021,
Ash Grove Cement Co.,,(formerly National Stone Co.),,Louisville,,"16215 Hwy 50, 68037     ",  [(402) 234-2415],,,,29341,GE 45ton,Mar-48,,
Ash Grove Cement Co.,,(formerly National Stone Co.),,Louisville,,"16215 Hwy 50, 68037     ",  [(402) 234-2415],,,,33846,GE 80ton,Sep-61,,
Ash Grove Cement Co.,,(formerly National Stone Co.),,Louisville,,"16215 Hwy 50, 68037     ",  [(402) 234-2415],LRSX 600,LRSX,600,36657,SW1500,Jun-70,,1500
Mid America Agri Products,(subs. Mid America Bio Energy),,ethanol,Madrid,,"76080 Rd 338, 69150",(308) 326-4570,ISLX 918,ISLX,918,35890,SW1000,,,1000
Ag Valley Cooperative,,,,Maywood,, ,,,,,23946,GP9,Nov-57,,1750
Frontier Cooperative Co.,,,,Mead,,"410 E 3rd St., 68041    ",  [(402) 624-3255],,,,19901,GP9,Dec-54,,1750
"Kaapa Ethanol, LLC",,,,Minden,,"8450 Kaapa Ln., 68959   (on US 34 / 6 mi. W of..., 3 mi. E of Axtell)",(308) 743-2217,,,,33143,SW1500,Sep-67,,1500
Gavilon,,"(formerly DeBruce Grain, Inc.)",,Nebraska City,,"500 1st Terr., 68410      ", [(402) 873-6684],,,,19928,SD9,Feb-54,,1750
Gavilon,,"(formerly DeBruce Grain, Inc.)",,Nebraska City,,"500 1st Terr., 68410      ", [(402) 873-6684],,,,20237,SD9,May-55,,1750
Louis Dreyfus Commodities LLC â€“ Elkhorn Valley Ethanol,,,ethanol,Norfolk,,"3002 N Victory Rd., 68701  (~2 M NE of ...)",(402) 844-2680,,,,,NW2,Jun-48,2007,1000
Louis Dreyfus Commodities LLC â€“ Elkhorn Valley Ethanol,,,ethanol,Norfolk,,"3002 N Victory Rd., 68701  (~2 M NE of ...)",(402) 844-2680,,,,73623,SW1000,,,1000
Nucor Steel  -  Nebraska,,,steel mill,,,"2911 E. Nucor Rd., 68701     (n/e of ...)                      ", [(402) 644-0200],,,,19538,SW1200,Dec-54,1987,1200
Nucor Steel  -  Nebraska,,,steel mill,,,"2911 E. Nucor Rd., 68701     (n/e of ...)                      ", [(402) 644-0200],ISLX 905,ISLX,905,20182,SW1200,Jan-55,,1200
Nucor Steel  -  Nebraska,,,steel mill,,,"2911 E. Nucor Rd., 68701     (n/e of ...)                      ", [(402) 644-0200],ISLX 914,ISLX,914,19087,SW1200,Jan-55,,1200
Frontier Cooperative  ,,(formerly Peavey  Co.),,North Bend,,"351 Cottonwood St., 68649                       ",    [(402) 652-8611],,,,15204,GP7,Nov-51,,1500
Ag Valley Co-Op,,(formerly Maywood Co-Op Association),,North Platte,,"402 E 7th St., 69101",,,,,24242,GP9,Nov-57,,1750
Progress Rail Services Corp.,,(formerly Glover Group),(railcar repair),Northport     (Bridgeport),,                                       ,   [(308) 262-1727],,,,13551,GP7,Mar-51,,1500
Progress Rail Services Corp.,,(formerly Glover Group),(railcar repair),Northport     (Bridgeport),,                                       ,   [(308) 262-1727],,,,15287,GP7,Dec-51,,1500
Progress Rail Services Corp.,,(formerly Glover Group),(railcar repair),Northport     (Bridgeport),,                                       ,   [(308) 262-1727],SPSX 4034,SPSX,4034,,B23-7 Ex,,2002,
Cargill / Ag Horizons,,,,O'Neil,,"87087 494 Ave., 68763",(402) 336-4010,,,,,SD50,Jan-83,2020,3550
GBW Railcar Services,,(formerly Greenbrier),,Omaha,,"4901 S 28th Ave,  68107                                 ",  [(402) 731-5660],,,,17599,GP7,Oct-52,,1500
GBW Railcar Services,,(formerly Greenbrier),,Omaha,,"4901 S 28th Ave,  68107                                 ",  [(402) 731-5660],,,,13204,GP7,-51,,1500
Omaha Public Power District  -  Florence Plant,,,,,,"7475 Pershing Dr.        (head office: 444 S. 16th St. Mall, Omaha, Ne., 68102)",,2nd,,,14752,SW9,Dec-51,2018,1200
Cargill,,(formerly United Grain Corp.),,Ord,,"SR 11 E, 68862",(308) 728-3653,,,,25366,SD24m,Jul-59,,
Farmers Cooperative Elevator Co.,,,,Plymouth,,512 E. Main St.     , [(402) 656-3615],RLCX #1314,,#1314,20382,SW1200,Dec-55,,1200
"Cargill, Inc.",,,,Ravenna,,"222 W. Utica St., 68869     ", [(308) 452-3281],,,,,NW2,Jun-49,1986,1000
"Cooperative Producers, Inc.  (CPI) Agronomy",,,grain elevator,Red Cloud,,"430 Welsch St., 68970",(402) 746-3195,IBCX 1061,IBCX,1061,20771,GP9,Jan-56,,1750
Agri Co-op,,,,Roseland,,"9309 Lincoln Ave., 68973                ",  [(402) 756-6201],,,,21169,SW1200,Feb-56,,1200
Farmers Co-Op Association,,,,Shelby  ,,"340 Oak St., 68662       ", [(402) 527-5511],,,,27615,SD18,-63,2003,1800
Adams Ind.,,"(formerly Sidney Warehousing & Industrial Sites  ""SWIS"")",logistics,Sidney,,"   (~ 10 mi. N. of ..., at former Sioux Army Depot)    (P.O. Box 319, 69162)",,,,,,NW2,Oct-47,2017,1000
