,company name,affiliation,former ID,ind,city,state,address / directions,Phone #,locomotive serial number,locomotive model,Manufactured Date(MM/YY),locomotives
3021,Cotter Merchandise Storage    ,,,,Akron ,,"1564 Firestone Parkway  (P. O. Box 808, 44309-0808)    (former Firestone Tire Plant)  ",  [(330) 773-9177],,SW1200RS,-60,
3023,American Steel Foundries,,,,Alliance,,"1001 E. Broadway St., 44601     ",  [(330) 823-6150],15093,GE 60ton OCC,-41,
3025,PTC Alliance / Alliance Midwest Tubular Products,(subs. Pittsburgh Tube Co.)      ,(formerly Alliance Tubular Prod.),,,,"640 Keystone St.          (P. O. Box 2298, 44601)     ", [(330) 821-5700],,SW1 [,5-40,
3026,PTC Alliance / Alliance Midwest Tubular Products,(subs. Pittsburgh Tube Co.)      ,(formerly Alliance Tubular Prod.),,,,"640 Keystone St.          (P. O. Box 2298, 44601)     ", [(330) 821-5700],19300,SW600,6-54,
3027,PTC Alliance Corp.,,(formerly Alliance Midwest Tubular Products),,,,"640 Keystone St.          (P. O. Box 2298, 44601)     ", [(330) 821-5700],,SW1 [,5-40,
3032,Elkem Metals Co.   ,," (formerly Union Carbide, previously Electro Mettalurgical)",packaging,,,"2700 Lake Rd. E., 44004      [(216) 993-2300]",,31329,GE 80ton,1-52,
3034,Geon Co.,,"(formerly Avient, previously Polyone, previosuly Geon)",PVC compound,Avon Lake,,"  Moore & Walker  Rds.           (office: 1 Geon Center, 44012)     ", [(440) 930-3244],73623,SW1001,-73,
3035,Polyone Corp.  ,,(formerly Geon Co.),PVC compounds,,,"  Moore & Walker  Rds.        (office: 1 Geon Center, 44012)     ", [(440) 930-3244],73623,SW1001,-73,
3036,BWX Technologies Inernational                ,,(formerly Babcock & Wilcox),,Barberton,,4th & Sterling    ,  [(216)753-4511],17861,GE 65ton,4-43,
3037,"Bunge North America (East), Inc.",,"(formerly Central Soya Co., Inc.)",,Bellevue,,"605 Goodrich Rd.   (P.O. Box 369, 44811)    ", [(419) 483-5340],,SW1200RS,9-58,
3038,"Bunge North America (East), Inc.",,"(formerly Central Soya Co., Inc.)",,Bellevue,,"605 Goodrich Rd.   (P.O. Box 369, 44811)    ", [(419) 483-5340],,SW8,,
3039,Nova Chemicals Inc. / Huntsman Chemical Corp.              ,,(formerly Novacor),(polystyrene)    ,Belpre,,"Township Road 97      (P.O. Box 600, 45714)                  ",      [(740) 568-3200],,NW2m,1-48,
3046,Sunrise Coperative,,(formerly Advaned Agri Solutions),(grain elevator),Botkins,,400 W Walnut St.,,31821,GE 80ton,1-54,
3047,Sunrise Coperative,,(formerly Advaned Agri Solutions),(grain elevator),Botkins,,400 W Walnut St.,,41061,GE 85ton,12-77,
3048,Olympic Mill Service,,,,Briar Hill,,952 S. State St.     (contractor for North Star Steel),    [(330) 545-4057] ,19494,SW8,1-54,
3049,Olympic Mill Service,,,,Briar Hill,,952 S. State St.     (contractor for North Star Steel),    [(330) 545-4057] ,20405,SW900,-55,
3050,Olympic Mill Service,,,,Briar Hill,,952 S. State St.     (contractor for North Star Steel),    [(330) 545-4057] ,17877,SW9,3-53,
3051,Olympic Mill Service,,,,Briar Hill,,952 S. State St.     (contractor for North Star Steel),    [(330) 545-4057] ,12866,SW 9,4-53,
3052,Olympic Mill Service,,,,Briar Hill,,952 S. State St.     (contractor for North Star Steel),    [(330) 545-4057] ,17418,GP7,10-52,
3053,Olympic Mill Service,,,,Briar Hill,,952 S. State St.     (contractor for North Star Steel),    [(330) 545-4057] ,24295,GP9,10-59,
3054,Cardinal Operating Co.  –  Cardinal Plant,,,,Brilliant,,"306 CR 7E, 43913",  (740) 598-4164,35945,GE 100ton,3-66,
3055,Cardinal Operating Co.  –  Cardinal Plant,,,,Brilliant,,"306 CR 7E, 43913",  (740) 598-4164,38951,GE 100ton,9-73,
3058,"Bucyrus Railcar Repair, LLC",(T&C Rail Holdings / Cathcart),,,Bucyrus,,824 Woodlawn Ave.    ,(419) 562-0740,,Thomas Hill 40ton Vanguard,-83,
3059,"Bucyrus Railcar Repair, LLC",(T&C Rail Holdings / Cathcart),,,Bucyrus,,824 Woodlawn Ave.    ,(419) 562-0740,,GE 65ton Ex Transco,,
3061,Harrison Mining Corp.  �  Nelms Portal  ,(subs. Quaker Coal) ,(formerly Youghiogheny & Ohio Coal Co.),,Cadiz,,,,,Eimco 10ton,,
3062,Harrison Mining Corp.  �  Nelms Portal  ,(subs. Quaker Coal) ,(formerly Youghiogheny & Ohio Coal Co.),,Cadiz,,,,,Eimco 10ton,,
3064,Republic Steel,,(formerly Republic Engineered Products),,Canton,,"2633 8th St., 44704   ", [(330) 438-5435],59129,S2,,
3065,Republic Steel,,(formerly Republic Engineered Products),,Canton,,"2633 8th St., 44704   ", [(330) 438-5435],59130,S2,,
3066,Republic Steel,,(formerly Republic Engineered Products),,Canton,,"2633 8th St., 44704   ", [(330) 438-5435],59131,S2,,
3067,Republic Steel,,(formerly Republic Engineered Products),,Canton,,"2633 8th St., 44704   ", [(330) 438-5435],59132,S2,,
3068,Republic Steel,,(formerly Republic Engineered Products),,Canton,,"2633 8th St., 44704   ", [(330) 438-5435],,SW1,6-42,
3069,Republic Steel,,(formerly Republic Engineered Products),,Canton,,"2633 8th St., 44704   ", [(330) 438-5435],,SW1,,
3073,Republic Steel,,(formerly Republic Engineered Products),,Canton,,"2633 8th St., 44704   ", [(330) 438-5435],14560,SW1,8-51,
3074,Republic Steel,,(formerly Republic Engineered Products),,Canton,,"2633 8th St., 44704   ", [(330) 438-5435],,NW2,12-46,
3075,Republic Steel,,(formerly Republic Engineered Products),,Canton,,"2633 8th St., 44704   ", [(330) 438-5435],10801,SW7,10-50,
3076,Republic Steel,,(formerly Republic Engineered Products),,Canton,,"2633 8th St., 44704   ", [(330) 438-5435],20957,SW900,1-56,
3077,Republic Steel,,(formerly Republic Engineered Products),,Canton,,"2633 8th St., 44704   ", [(330) 438-5435],,SW1001,-67,
3078,Republic Steel,,(formerly Republic Engineered Products),,Canton,,"2633 8th St., 44704   ", [(330) 438-5435],,SW1001,-69,
3080,Timken Co.   ,,,(Bearings),,,"1835 Dueber Ave. SW, 44706                   ",  [(330) 438-3000],31562,GE 25ton,5-52,
3081,Timken Co.   ,,,(Bearings),,,"1835 Dueber Ave. SW, 44706                   ",  [(330) 438-3000],29046,GE 25ton,9-47,
3082,Timken Co.   ,,,(Bearings),,,"1835 Dueber Ave. SW, 44706                   ",  [(330) 438-3000],31846,GE 80ton,4-53,
3083,Timken Co.   ,,,(Bearings),,,"1835 Dueber Ave. SW, 44706                   ",  [(330) 438-3000],41061,GE 85ton,12-77,
3084,Timken Co.   ,,,(Bearings),,,"1835 Dueber Ave. SW, 44706                   ",  [(330) 438-3000],30639,SW1200,-65,
3085,Timken Co.   ,,,(Bearings),,,"1835 Dueber Ave. SW, 44706                   ",  [(330) 438-3000],30748,SW1200,10-65,
3086,Timken Co.   ,,,(Bearings),,,"1835 Dueber Ave. SW, 44706                   ",  [(330) 438-3000],30749,SW1200,10-65,
3087,Timken Co.   ,,,(Bearings),,,"1835 Dueber Ave. SW, 44706                   ",  [(330) 438-3000],30750,SW1200,10-65,
3088,National Lime & Stone Co.,,,,Carey,,"N. Patterson St.,  43316   ",  [(419) 396-7671],,"Plymouth 18ton HL Formerly at Spore, Oh., previously at Marion. Oh.",,
3089,National Lime & Stone Co.,,,,Carey,,"N. Patterson St.,  43316   ",  [(419) 396-7671],31545,GE 65ton,3-52,
3090,National Lime & Stone Co.,,,,Carey,,"N. Patterson St.,  43316   ",  [(419) 396-7671],29999,GE 80ton,8-48,
3091,National Lime & Stone Co.,,,,Carey,,"N. Patterson St.,  43316   ",  [(419) 396-7671],,SW1,5-42,
3092,National Lime & Stone Co.,,,,Carey,,"N. Patterson St.,  43316   ",  [(419) 396-7671],24145,SW1200,11-57,
3093,Shelly Materials / Stoneco,,"(formerly Wyandot Dolomite, Inc.)",,,,"1794 County Rd. 99,   43316 ",   [(419) 396-7641],,SW1000,12-72,
3094,Frederick Steel Co. / American Compressed Steel Corp.,,,,Carthage  (Cincinnati),,"200 W. North Bend Rd., Cincinnati,  45216    ", [(513) 821-6400],29956,GE 65ton,6-48,
3095,Ohio Power / American Electric Power  -  General James M. Gavin Plant,,,,Cheshire,,,,13074,GE 65ton,7-41,
3096,Ohio Valley Electric Corp.  –  Kyger Creek Station,,,,,,"    (head office:  P.O. Box 468, Piketon, Oh., 45661)",,32236,GE 25ton,6-54,
3098,Pixelle Specialty Solutions,,(formerly Gladfelter),,,,401 S. Paint St.,,39124,GE 110ton,4-77,
3099,Pixelle Specialty Solutions,,(formerly Gladfelter),,,,401 S. Paint St.,,73623,SW1001,-73,
3100,Cognis Corp.   ,,,(chemicals),Cincinnati,,,,17817,SW9m,4-53,
3107,Cargill Salt,,(formerly Akzo Noble),,,,"2400 Ships Channel, 44113",,,GE 80ton Ex Akzo Noble,,
3108,Mittal Steel USA,, (formerly ISG Cleveland Works Ry.),,,,"3060 Eggers Ave., P.O. Box 6073, Cleveland, Oh.  44101    [(216) 398-3507]",,,SW1001,7-79,
3109,Mittal Steel USA,, (formerly ISG Cleveland Works Ry.),,,,"3060 Eggers Ave., P.O. Box 6073, Cleveland, Oh.  44101    [(216) 398-3507]",,,SW1001,-78,
3111,Mittal Steel USA,, (formerly ISG Cleveland Works Ry.),,,,"3060 Eggers Ave., P.O. Box 6073, Cleveland, Oh.  44101    [(216) 398-3507]",,20639,SW1200,8-55,
3112,Mittal Steel USA,, (formerly ISG Cleveland Works Ry.),,,,"3060 Eggers Ave., P.O. Box 6073, Cleveland, Oh.  44101    [(216) 398-3507]",,,SW1001,3-76,
3113,Mittal Steel USA,, (formerly ISG Cleveland Works Ry.),,,,"3060 Eggers Ave., P.O. Box 6073, Cleveland, Oh.  44101    [(216) 398-3507]",,73688,SW1001,4-74,
3114,Mittal Steel USA,, (formerly ISG Cleveland Works Ry.),,,,"3060 Eggers Ave., P.O. Box 6073, Cleveland, Oh.  44101    [(216) 398-3507]",,73688,SW1001,4-74,
3115,Mittal Steel USA,, (formerly ISG Cleveland Works Ry.),,,,"3060 Eggers Ave., P.O. Box 6073, Cleveland, Oh.  44101    [(216) 398-3507]",,74672,SW1001,3-75,
3116,Mittal Steel USA,, (formerly ISG Cleveland Works Ry.),,,,"3060 Eggers Ave., P.O. Box 6073, Cleveland, Oh.  44101    [(216) 398-3507]",,,SW1001,3-76,
3117,Mittal Steel USA,, (formerly ISG Cleveland Works Ry.),,,,"3060 Eggers Ave., P.O. Box 6073, Cleveland, Oh.  44101    [(216) 398-3507]",,21596,SW900,2-56,
3118,Mittal Steel USA,, (formerly ISG Cleveland Works Ry.),,,,"3060 Eggers Ave., P.O. Box 6073, Cleveland, Oh.  44101    [(216) 398-3507]",,19520,SW900,3-54,
3119,Mittal Steel USA,, (formerly ISG Cleveland Works Ry.),,,,"3060 Eggers Ave., P.O. Box 6073, Cleveland, Oh.  44101    [(216) 398-3507]",,36160,SW1001,2-70,
3121,Mittal Steel USA,, (formerly ISG Cleveland Works Ry.),,,,"3060 Eggers Ave., P.O. Box 6073, Cleveland, Oh.  44101    [(216) 398-3507]",,21560,SW1200,4-56,
3122,Mittal Steel USA,, (formerly ISG Cleveland Works Ry.),,,,"3060 Eggers Ave., P.O. Box 6073, Cleveland, Oh.  44101    [(216) 398-3507]",,21598,SW1200,5-56,
3123,Mittal Steel USA,, (formerly ISG Cleveland Works Ry.),,,,"3060 Eggers Ave., P.O. Box 6073, Cleveland, Oh.  44101    [(216) 398-3507]",,21599,SW1200,3-56,
3124,Mittal Steel USA,, (formerly ISG Cleveland Works Ry.),,,,"3060 Eggers Ave., P.O. Box 6073, Cleveland, Oh.  44101    [(216) 398-3507]",,30490,SW1200,5-65,
3126,Mittal Steel USA,, (formerly ISG Cleveland Works Ry.),,,,"3060 Eggers Ave., P.O. Box 6073, Cleveland, Oh.  44101    [(216) 398-3507]",,35814,SW1500,4-70,
3127,Mittal Steel USA,, (formerly ISG Cleveland Works Ry.),,,,"3060 Eggers Ave., P.O. Box 6073, Cleveland, Oh.  44101    [(216) 398-3507]",,,SW1500,-71,
3130,Mittal Steel USA,, (formerly ISG Cleveland Works Ry.),,,,"3060 Eggers Ave., P.O. Box 6073, Cleveland, Oh.  44101    [(216) 398-3507]",,,SW1500,-72,
3131,National Lime & Stone,,,aggregates distribution,,,"4200 E 71st St., 44105     (in part of old N&SS yards)",(216) 883-9840,,SW1200RS,-58,
3132,National Lime & Stone,,,aggregates distribution,,,"4200 E 71st St., 44105     (in part of old N&SS yards)",(216) 883-9840,,SW1200,,
3135,Sunrise Cooperative,,  (formerly Country Spring Farmers Co-Op),,Clyde,,"1100 Burholder Rd., 43410",      [(419) 547-9588],29335,GE 45ton,2-48,
3136,Countrymark Grain Terminal  -  Groves Road Terminal,,,,Columbus,,"4250 Groves Rd., 43232      [(614) 864-7210]",,78700,S4,1-51,
3137,Countrymark Grain Terminal  -  Groves Road Terminal,,,,Columbus,,"4250 Groves Rd., 43232      [(614) 864-7210]",,21025,SW1200,2-56,
3138,Central Ohio Coal Co.  -  Muskingum Mine, (subs. Consol Energy) ,,,Cumberland,,"(6 mi. S of...)  SR 83, (Mc Connelsville), 43756        (S/W corner of Brookfield Township)     ", [(740) 962-2013],33913,GE 80ton,4-62,
3139,Central Ohio Coal Co.  -  Muskingum Mine, (subs. Consol Energy) ,,,Cumberland,,"(6 mi. S of...)  SR 83, (Mc Connelsville), 43756        (S/W corner of Brookfield Township)     ", [(740) 962-2013],38952,GE 100ton,7-73,
3140,"Cargill Corn Milling, Inc.",,,,Dayton,,"3201 Needmore Road, 45414           ",     [(937) 236-1971],,LEAF,,
3143,General Motors Corp. - Powertrain Div.,,(formerly  Central Foundry  Div.),,Defiance,,"26427 State Hwy. 281,  43512",,,Plymouth 45ton WDT,2-66,
3144,General Motors Corp. - Powertrain Div.,,(formerly  Central Foundry  Div.),,Defiance,,"26427 State Hwy. 281,  43512",,37535,SW1001,7-71,
3148,Standridge Color Corp,,,,,,1160 Integrity Dr.  (off Quality Dr.),  (419) 782-2900,31187,GE 80ton,5-52,
3149,MetalX,,,scrap,Delta,,"7300 SR 109, 43515",(419) 518-2203,,SW1200RS,,
3151,"North Star BlueScope Steel, LLC",,"(formerly North Star BHP Steel, LLC)",,,,"6767 CR 9, 43515                  ",  [(419) 822-2200],14359,SW9,6-51,
3152,"North Star BlueScope Steel, LLC",,"(formerly North Star BHP Steel, LLC)",,,,"6767 CR 9, 43515                  ",  [(419) 822-2200],,SW1200RS,,
3153,"North Star BlueScope Steel, LLC",,"(formerly North Star BHP Steel, LLC)",,,,"6767 CR 9, 43515                  ",  [(419) 822-2200],,Traction Power TP190,-25,
3161,Dupps Co.     ,,,(food processing machinery),Germantown,,"548  N. Cherry      (P. O. Box 189, 45327)      [(937) 855-6555]",,28360,GE 25ton,3-47,
3162,Interstate Shreding LLC,,(formerly Columbia Iron & Metal),(scrap)              ,Girard,,27 Furnace Ln.          , [(216) 545-5477],18739,SW8,9-53,
3166,Centerra Cooperative,,(formerly Countrymark Cooperative),,Grafton,,951 Mechanic St.,,27950,GE 45ton,5-45,
3167,The Andersons Marathon Ethanol,,,ethanol,Greenville,,"5728 Sebring Warner RD, 45331",  (937) 316-3700,19494,SW8,1-54,
3168,Great Miami Inc.,,,,Hamilton,, B St.          (private switching co. for Smart Paper plant),,24804,GP9,,
3172,Gavilon Grain,(subs Marubeni),(formerly Peavey Co.),(grain) ,Harpster,,"7211 Shawnee, 43323                          ",  [(740) 496-3212],76939,S2,8-49,
3173,Dow Chemical,,,,Haverhill / Ironton,,"1019 Haverhill-Ohio Furnace Rd., Haverhille, 45636",(740) 532-3420,,GE 80ton,11-45,
3177,MarkWest Energy,,,,Hopedale,,Giacobbi Rd     (~2 mi NW of...),,,GP38-2,6-72,
3179,Ellwood Engineered Casting Co. ,,(formerly Valley Mould & Iron),,Hubbard,,7158 Hubbard-Masury Rd. (CR 331)     (N of�)       ,[(216) 534-8668],15173,GE 70ton CC,11-42,
3180,Ellwood Engineered Casting Co. ,,(formerly Valley Mould & Iron),,Hubbard,,7158 Hubbard-Masury Rd. (CR 331)     (N of�)       ,[(216) 534-8668],15174,GE 70ton CC,11-42,
3181,"Ohio Steel Sheet & Plate, Inc.",,,,,,"7845 Chesnut Ridge Rd, 44425  ", (330) 534-2400,31686,SW1200,4-66,
3187,Jeffersonville Grain,(Div. od Mennel),(formerly Keynes Bros),(grain elevator),Jeffersonville,,"12574 SR 41, 43128    ", (740) 426-6332,18700,GP7,9-53,
3192,Valley Grain,,,,Kingston,,"4 Railroad St., 45644",  (740) 642-2041,20048,SW1200,-54,
3194,Deseret Storage  ,,(formerly Latty Grain Ltd.),(grain elevator)         ,Latty,,,,72872,S2,11-44,
3197,"Husky Energy, Inc.  –  Lima Refinery ",, (formerly Valero),,,,"1150 S. Metcalf St., 45804                     ",,34486,SW1500,-68,
3198,"Husky Energy, Inc.  –  Lima Refinery ",, (formerly Valero),,,,"1150 S. Metcalf St., 45804                     ",,36856,SW1500,4-71,
3203,Procter & Gamble,,,,,,"3875 Reservoir Rd.,  45801  ",  [(419) 226-5500],21924,GP9,-56,
3204,Ferrous Metal Processing,,,,Linndale,,"11103 Memphis Ave., 44144      (North end of Linndale yard)",,15276,GE 45ton,5-42,
3206,Mennell Milling,,"(formerly Keynes Bros., Inc.)", (milling),Logan,,"1 W. Front St., 43138     ", [(740) 385-6824],29877,GE 50ton,6-48,
3207,Andersons Plant nutrients,,,,Lordstown,,161 Muth Rd.,  [(330) 824-9522 ],,Plymouth MDT,11-52,
3208,Lafarge  ,,(formerly Standard Slag),,,,6205 Newton Falls Bailey Rd. SW    (W of...)       ,[(216) 393-5656],35093,GE 100ton,9-64,
3209,Lafarge  ,,(formerly Standard Slag),,,,6205 Newton Falls Bailey Rd. SW    (W of...)       ,[(216) 393-5656],15564,SW9,1-52,
3210,Laser Material Services,,,(waste trasloading),,,,,,SW8,12-51,
3211,Laser Material Services,,,(waste trasloading),,,,,17224,SW9,12-52,
3212,"Ohio Railcar Services, LLC",(subs. Chattanooga Rail Car),,(railcar shop),,,(at Ohio Commerce Center),,31293,GE 25ton,11-51,
3213,"Ohio Railcar Services, LLC",(subs. Chattanooga Rail Car),,(railcar shop),,,(at Ohio Commerce Center),,42566,B23-7,9-79,
3215,Centerra Co-Op,,(Town & Country Cooperative Inc.),,Mansfield,,"489 N. Main St., 44902             ",(419) 524-9676,18007,GE 65ton,9-43,
3218,"Carmeuse, Inc.",,,,Maple Grove  (Bettsville),,"1967 W. CR 42, (Bettsville), 44815                           ",  [(419) 986-2000],,GP9,-57,
3221,"Eramet Marietta, Inc.          ",,(formerly Elkem Metals Co.),,,,"Riverview Rd.  (Rt 7)  (P.O. Box 299, 45750)   ",   [(740) 374-1000],30832,GE 95ton,3-51,
3222,"Eramet Marietta, Inc.          ",,(formerly Elkem Metals Co.),,,,"Riverview Rd.  (Rt 7)  (P.O. Box 299, 45750)   ",   [(740) 374-1000],31124,GE 95ton,6-51,
3223,"Bunge North America (East), Inc.",,"( formerly Central Soya Co., Inc.)",,Marion,,"751 E. Farming St.,  43302   ",  [(614) 383-1181],,GE 80ton,,
3224,"Bunge North America (East), Inc.",,"( formerly Central Soya Co., Inc.)",,Marion,,"751 E. Farming St.,  43302   ",  [(614) 383-1181],,NW2u,9-49,
3226,Marion Industrial Center,,(formerly US Army Engineering Depot),,,,3007 Harding Hwy. E (SR 309)  43302     , [(740) 382-0902],18047,GE 45ton,1-44,
3227,Marion Industrial Center,,(formerly US Army Engineering Depot),,,,3007 Harding Hwy. E (SR 309)  43302     , [(740) 382-0902],,SW1500,3-72,
3229,Marion Industrial Center / G P Properties,,,,,,"1207 Cheney Ave., 43302  ",  [(740) 387-4689]  ,,GE 25ton,,
3230,Marion Industrial Rail Park  (or Marion Intermodal),,(formerly Marion Industrial Center),,,,3007 Harding Hwy. E (SR 309)  43302     , [(740) 382-0902],18047,GE 45ton,1-44,
3231,Marion Industrial Rail Park  (or Marion Intermodal),,(formerly Marion Industrial Center),,,,3007 Harding Hwy. E (SR 309)  43302     , [(740) 382-0902],,SW1500,3-72,
3234,Union Tank Car,,,,,,"939 Holland Rd. W, 43302    (Holland Rd & Kenton Ave.)   (former E-L shops)",   [(614) 382-8797]  ,12345,SW9,1-52,
3235,Union Tank Car,,,,,,"939 Holland Rd. W, 43302    (Holland Rd & Kenton Ave.)   (former E-L shops)",   [(614) 382-8797]  ,,GE 45ton,,
3236,Union Tank Car,,,,,,"939 Holland Rd. W, 43302    (Holland Rd & Kenton Ave.)   (former E-L shops)",   [(614) 382-8797]  ,12378,GP7,-50,
3237,Scotts Company    ,,,(fertilizer),Marysville,,"14111 Scottslawn Rd., 43041                  ",,,GP15,6-76,
3238,Scotts Company    ,,,(fertilizer),Marysville,,"14111 Scottslawn Rd., 43041                  ",,,SW1500 Nee P&LE #1556. Acq.,,
3239,Andersons   (The)     ,,"(formerly Cargill, Inc.)",(grain)        ,Maumee,,1283 Conant St.    ,  [(419) 891-2917],,GE 45ton,,
3240,Andersons (The)     ,,,(grain processing and  railcar shop),,,"507  Illinois Ave.   (P.O. Box 119, 43537)             ",   [(419) 891-2917],,Plymouth 18ton JDT,3-52,
3241,Andersons (The)     ,,,(grain processing and  railcar shop),,,"507  Illinois Ave.   (P.O. Box 119, 43537)             ",   [(419) 891-2917],,Plymouth DDT,4-65,
3242,Andersons (The)     ,,,(grain processing and  railcar shop),,,"507  Illinois Ave.   (P.O. Box 119, 43537)             ",   [(419) 891-2917],,Plymouth 40ton MDT,9-54,
3243,Andersons (The)     ,,,(grain processing and  railcar shop),,,"507  Illinois Ave.   (P.O. Box 119, 43537)             ",   [(419) 891-2917],,Plymouth 40ton MDT,10-60,
3244,Andersons (The)     ,,,(grain processing and  railcar shop),,,"507  Illinois Ave.   (P.O. Box 119, 43537)             ",   [(419) 891-2917],,Plymouth 40ton WDT,1-57,
3245,Andersons (The)     ,,,(grain processing and  railcar shop),,,"507  Illinois Ave.   (P.O. Box 119, 43537)             ",   [(419) 891-2917],31714,GE 45ton,2-53,
