company name,affiliation,former ID,ind,city,state,address / directions,Phone #,locomotive number,locomotive model,Manufactured Date(MM/YY),locomotives
Mosaic    ,,(formerly IMC-Agrico),,Agrock / South Pierce / Fort Green,Fl.,"Old Hwy 37 S , 33860    [(813) 428-1431]  (extensive line haul system, linking several operations",,210; 212; 1525; 1545; 1555; 1586; 2010; 3801; 3802; 3803; RNRX 3008;,MP15; MP15; GP7; GP7; GP7; GP7; GP20; GP38-2; GP38-2; GP40-d; GP40-2;,; 10/80; 10/50; 10/50; 11/53; 12/50; 8/60; 11/79; 12/79; ; ;,"    210  :  MP15           [Ex IMC-Agrico #19 ?] 
    212  :  MP15  (796376-1, 10-80)  Ex IMC-Agrico #212, formerly at Four Corners Plant, nee W.R. Grace #131  (Bartow, Fl.)        
  1525  :  GP7  (11985, 5045-3, 10-50)  Ex Agrico #1525  (same), ex x PNC #1501, exx SLSF #527..
  1545  :  GP7  (11983, 5045-1, 10-50)  Ex Agrico #1545  (same), nee SLSF #525.
  1555  :  GP7  (19067, 5231-7, 11-53)  Ex Agrico #1555  (same), exx PNC #970, nee DT&I #970.
  1586  :  GP7  (13533, 5045-17, 12-50)  Ex Agrico #1586  (same), exx PNC #1502, nee SLSF #541
  2010  :  GP20  (26074, 5624-30, 8-60)  Ex Agrico #2010  (same), exx UP #499, nee UP #729(2nd).
  3801  :  GP38-2  (786271-16, 11-79)  Nee CNW #4615.
  3802  :  GP38-2  (786271-23, 12-79)  Nee CNW #4622.
  3803  :  GP40d   (847046-17)   Nee SSW #7264
   (RNRX 3008)  :  GP40-2         Acq. 2023.  [here ??]
   (RNRX 955)  :  slug             Acq. 2023.  [here ??]"
"Conrad Yelvington Distributors, Inc.  ",,,(aggregates),,,      (off Dennis Street),,2104;,GP30;,;,"  2104  :  GP30           Ex  #0104, exx AGR #2175, nee C&O #3038."
Conrad Yelvington Distributors,,,(aggregates),Sanford,,,,2105;,GP30;,;,"  2105  :  GP30            Ex #0204, exx AGR #2178, nee B&O #6933."
Conrad Yelvington Distributors     ,,,(aggregates),Theodore,,"6950 Mac Bayou Dr, Theodore, 36582   (off SR 163, Hollingers Island, Rd.) ", (251) 443-9798,2106;,GP30;,;,"2106    :  GP30      Ex #0304, exx AGR #2179."
Conrad Yelvington Distributors,,,quarry,,,,,2107; 6748; 6766;,GP30; SD60I; SD60M;,; 5/95; 12/92;,"   2107  :  GP30      Ex #0404, exx AGR #2181, nee B&O #6917.
   6748  :  SD60I  (946530-11, 5-95)  Ex NS #6748, nee CR #5625.  Acq. 2019.
   6766  :  SD60M  (916246-7, 12-92)  Ex NS #6766, nee CR #5506.  Acq. 2019."
Conrad Yelvington Distributors,,,aggregates,Bonnie / Mulberry,,"2401 Bonnie Mine Rd, 33680   (@ former CF Ind / IM&C Bonnie Mine complex)", (863) 534-9358,2108; 5061;,GP30; GP38-2;,;;,"   2108  :  GP30      Ex #0504, exx AGR #2183, nee B&O #6931.
  5061  :  GP38-2            Ex NS #5061.  Acq. 2017."
Conrad Yelvington Distributors  ,,,aggregates,Milton,,,,2110;,GP30;,;,"  2110 :  GP30       Ex #0704, exx AGR #2238, nee PRR #2238."
Midland Reclamation,,,,Woodzell,,(on CSX Popes Creek Sub.),,2111;,SW1001;,;,"  2111  :  SW1001  (73623-22,          )  Ex NS #2111, exx CR #9422, nee Reading #2622."
Andeavor –  Mandan Refinery      ,,(formerly Tesoro ),,Mandan,,"                                 (P.O. Box 5000, 58554)                [(701) 667-2492]",,2113;,GP7;,?/52;,"2113  :  GP7  (16368, 5145-2,    -52)  Ex AT&SF #2113, nee AT&SF #2724.  [To DMV&W [repairs ?]  (2004) ?]"
"Conrad Yelvington Distributors, Inc.  ",,,(aggregates),Palmetto,,"1400 20th Avenue East, 34221                              ",(941) 729-7878,2114;,GP9;,1/55;,"    2114  :  GP9  (20150, 5378-4, 1-55)  Formerly at Tampa, Fl., previously at Hardeeville, S.C., ex Pacific Wilderness Ry #705, exx Ohio Central #705, exxx SPCX #705, exxxx Midsouth #1044, exxxx IC #8071, nee IC #9071. Trans to Palmetto,Fl."
Yale Farmers Elevator Cooperative,,,,Yale,,"   Main St.       (P.O. Box 128, 57386)     ",  [(605) 599-2976],2114; ,SW1200; ,12/52;,"  2114  :  SW1200  (16485, 4155-4, 12-52)  Nee Soo #2114.  Acq. 1997."
CHS ,,(formerly Cenex Harvest States Cooperative),,Myrtle Grove,,434 East Ravenna Rd.                [(504) 656-2212],,2115;,SW9;,12/52;,"  2115  :  SW9  (16486, 4155-5, 12-52)  Ex Cenex Harvest States #2115  (same), nee Soo #2115.  Acq. 1998."
Mosaic  -  Four Corners Mine,,,,"""Four Corners"" ",,"4 Corners mine Rd, off SR 37       (just W. of the point where Hillsborough, Manatee, Polk and Hardee Counties meet)",,212;,MP15;,10/80;,"  212  :  MP15  (796376-1, 10-80)  Ex  IMC-Agrico #212  (same), nee W.R. Grace #131  (Bartow, Fl.)"
Sheyenne Valley Grain Co-Op,,,,McVille,,"           (P. O. Box G, 58254)    ", [(701) 322-4317],2124;,SW1200;,01/55;,"  2124  :  SW1200  (20116, 4289-5,  1-55)  Ex Soo (WC) #2124"
Coastal Mobile Refining Corp. ,,(formerly Belcher Refining),,Chickasaw,,"200 Viaduct Road, 36611                              ", [(251) 456-8491],2127;,SW1200;,1/55;,"  2127  :  SW1200  (20119, 4289-8, 1-55)  Ex Belcher Refining #2127  (same), nee Soo (WC) #2127."
Detroit Edison  -  St. Clair Power Plant    ,(subs. DTE Energy),,,East China,,"4877 SR 29, 48054",,213; 217;,SW600; SW1001;,07/54; 09/68;,"  213  :  SW600  (19525, 7-54)  Formerly at Conners Creek Plant.
  217  :  SW1001  (33803, 4532-1, 9-68)  Acq. new."
Martin  Marietta Materials  –  Ruby Quarry   ,, (formerly Weston & Brooker Stone),,Gray,,"137 Pitts Chapel Rd., Macon, 31217   (off Hwy 49 N)      (9 mi. NE of Macon on Ga. 49)      ", [(478) 986-3105],213; MWAX 427;,B23-7; B23-7;,; 12/84;,"              213  :  B23-7
 MWAX  427  :  B23-7    (44093, 12-84)  Formerly at Hinesville, Ga., ex BNSF 4274, nee AT&SF #6417.   Trans.  (2017).  O/s by 2024."
Columbia Grain,(subs. Marubeni),(formerly Peavey Co. and Ag Processing - formerly neighboring facilities),(grain elevaor),Berea / Valley City,,"Exit 288, I-94, 58072     ", [(701) 845-2623],213; WRIX 205; CGWX 1500;,SW1200; SD38AC; MP15AC;,07/57; ; ;,"  213  :  SW1200  (22756, 4374-4,  7 -57)  Ex Peavey Co. #213  (same), ex BN #213, nee NP #154(2nd).
  (WRIX 205)  :  SD38AC              Nee DM&IR #205.
  (CGWX 1500)  :  MP15AC           Ex Crete Grain #1500  (Oakes, N.D.)"
Polyone Corp. ,,(formerly Geon Co.),,,,"2104 E 223rd St, Carson, 90810          ",  [310) 513-7186],2140;,SW8;,12/53;,"2140  :  SW8  (19391, 4262-2, 12-53)  Ex Geon Co. #2140  (same), exx Tyson Foods  (Craig, Ok.), nee North Louisiana & Guld #38.  Acq. 2000."
Detroit Edison  -  Trenton Channel Power Plant,(subs. DTE Energy),,,Trenton ,,"                (head office:  2000 2nd Avenue, Detroit, Mi., 48226)",,216;,SW1000;,01/67;,"    216  :  SW1000  (32181, 1-67)"
"Port of Tacoma, USA",,,,Tacoma,,1680 Lincoln Ave.,,217; 1201;,SW1200; SW9;,/57; 4/52;,"   217  :  SW1200  (22760, 4374-8,   -57)  Ex BN #217, nee NP #158(2nd).
1201  :  SW9  (11722, 4055-10, 4-52)  Ex Tacoma Municipal Belt #1201, exx B&O #5089, nee C&O #5089."
Deseret Storage  ,,(formerly Latty Grain Ltd.),(grain elevator)         ,Latty,,,,2221;,S2;,11/44;,"  2221  :  S2  (72872, 11-44)  Ex Latty Grain Ltd.  (same), exx Countrymark Grain  (same), nee SR #2221.  Acq. c.2000."
Aurubis Buffalo,,"(formerly Luvata Buffalo, Inc.)",brass & copper,Buffalo,N. Y.,70 Sayre St. 14207       , [879-6700],2227; EX US - TVA [#F3501 ?]; 92;,"GE 80ton (III-B5); GE 45ton (II, 50t); S4;",; 02/57; 08/51;,"2227  :  GE 80ton (III-B5)  [32227, 1-55 ?]       EX US - TVA  [#F3501 ?]
        :  GE 45ton (II, 50t)  (32851, 2-57 )  Ex Luvata  (same), exx Outokumpu American Brass Co.  (same), exxx  Anaconda American Brass  (same), nee Buffalo Slag  (Lackawanna, N.Y.)
92  :  S4  (78824, 8-51)  Ex Luvata  (same), exx Outokumpu American Brass Co.  (same), nee South Buffalo #92.  O/s"
"Edon Farmers Co-Op Association, Inc.      ",,(formerly Countrymark),,Montpelier,,"11715  CR 13, 43543                              [(419) 485-3117]",,223;,SW1200;,?/55;,"  223  :  SW1200  (20660, 4313-5,   -55)  Ex Rail-River, Inc. #223  (Henderson, Ky.), exx Indiana Hi-Rail #223, nee TRRA #1223."
Gavilon - Elevator A      ,(subs Marubeni),(formerly Debruce Grain),,,,620 N. Marrs    (off Amarillo Blvd.)        , (806) 381-0331,2230; 1442;,GP7; SW9;,?/52; 6/52;,"   2230  :  GP7  (17458, 5200-11,   -52)   Ex MVPX #2230, exx OMLX #2230, exxx Panandle Northern #2230, exxxx Central Ks Ry #2230, exxxx AT&SF #2230, nee AT&SF #2803(2nd).  Acq. 2016.
  1442  :  SW9  (16422, 4123-16, 6-52)  Ex TLSX #1442, exx Kyei Steel #1442, exx Birm Sou  #1442, exxx WV Southern #1442, exxxx IC #1442, exxxxx IC #480, nee IC #9480.  Acq. 2019.  [o/s ?]"
"Conrad Yelvington Distributors, Inc. ",,, (aggregates),Orlando,,410 W. Kaley St.       , [(407) 423-7625],224; 292; 2112; ;,S2; RS1; SW9; NW2;,10/49; /47; 3/52; 10/47;,"    224  :  S2  (77798, 10-49)  Ex Martin Marietta #9116  (Martinez, Ga.), exx B&O #9116, nee C&O #5029.  Acq. 1989.
    292  :  RS1  (75562,   -47)  Ex #97  (same), exx Chattahoochee Industrial RR #97, nee Wasington Terminal #52.
  2112  :  SW9  (15961, 6374-4, 3-52)  Ex GE Railcar  (Dothan, Al.), ex Old Dominion Electric Cooperative #581, nee URR #581.
            :  NW2  (4989, E-854-5, 10-47)  Ex Cargill 15  (Tampa, Fl.), ex EOLX #15  (Plymouth, Fl.), ex RTEX / RailRhodes #15, ex Georgia Power #3  (Plant Branch, Milledgeville, Ga.), ex N&W #2015, nee NKP #15.  To Conrad Yelvington Distibutors  (Orland, Fl.)  Acq. 2024."
CHS Cooperatives           ,,(formerly Cenex Harvest States Cooperatives),,Mitchell,,,,2256;,GP9; ,/56;,"  2256  :  GP9  (21580, 5450-11,    -56)  Ex AT&SF #2256(2nd), exx AT&SF #2910, nee AT&SF #710.  Acq. 2000."
Valero,,(formerly Green Plains Inc.),ethanol,Lakota,,"  1660 428th St., 50451    (3 mi. W of ... near US 169)",  (515) 886-2222,2281;,SW1200;,7/65;,"  2281  :  SW1200  (30248, 4477-10, 7-65)  Ex Chaparral Steel #2281  (Midlothain, Tx.), exx SP #2281, nee SP #1616."
Gerdau Ameristeel,,(foermly TXI Chaparral Steel ),(steel Mill)   ,,,"300 Ward Rd.,76065     ", [(214) 775-8241],2286; 2287; 2288;,NRE 2GS14B; NRE 2GS14B; NRE 2GS14B;,,"2286  :  NRE 2GS14B  (genset locomotive)
2287  :  NRE 2GS14B  (genset locomotive)
2288  :  NRE 2GS14B  (genset locomotive)"
Motiva Enterprises LLC  ,(j/v Shell & Aramco)   ,(formerly Texaco),,,,,,23; 24;,SW600; SW1001;,6/54; 12/75;,"   23  :  SW600   (19706, 4275-1, 6-54)  Nee Texaco #23  (same).
   24  :  SW1001  (756079-1, 12-75)  Nee Texaco #24  (same)."
Vulcan Materials Co. - Barin Plant,,(formerly Florida Rock Ind.),,Fortson  (Columbus),,"9201 Fortson Road, 31808      ",  [(706) 324-3617],23; 322;,GP7; SW1200;,/53; 12/54;,"    23  :  GP7  (18881, 6522-1,    -53)  Ex BNSF #1334, exx AT&SF #2132(2nd), nee AT&SF #2864.
  322  :  SW1200  (19541, 4288-2, 12-54)   Formerly at Kennesaw, Ga., nee Soo #322"
Kodiak Mining,(subs. Attila Resources,,coal mine,Gurnee Jct.,,(@ ~8500 CR 270),,2306;,SD35d;,3/65;," 2306  :  SD35d  (29856, 7761-27, 3-65)  Ex MJRX #2968, exx TN Southern #2986, exxx SP #2986, exxxx 4707, exxxxx #6926, nee #4828."
Alton Grain Terminal,,,,Alton,N.D.,"Hwy 81 N, Hillsboro, N.D., 58045        ",     [(701) 636-5130],2307;,SW1500;,?/68;,"  2307  :  SW1500  (34481, 7139-8,   -68)  Ex NS #2307, nee SR #2307.  Acq. 2000."
Nucor Steel – Indiana,,,,Crawfordsville,,"400 East 400 South /NucorRd.        (Rural Route 2, Box 311, 47933 )    (S/E of...)        ",[(765) 364-1323],2307; 2313; 944; 531;,SW1200; SW1200; SW1200; SW1500;,2/54; 3/57; 8/54; 2/68;,"  2307  :  SW1200  (19488, 4255-3, 2-54)  Ex SP #2307, exx SP #2215, nee T&NO #115.  Acq. 1988. 
  2313  :  SW1200  (22908, 4382-3, 3-57)  Ex SP #2311, exx SP #2221, nee T&NO #125.  Acq. 1988.
    944  :  SW1200  (19539, 4272-5, 8-54)  Ex USS - Mintac Div. #944  (Virginia, Mn.), nee USS - Oliver Iron Mining Div. #944  (same).
    531  :  SW1500  (33794, 4531-1, 3-68)  Nee Belt Ry of Chicago #531.  Acq. 2013."
ADM Milling Co.,,,,Camp Hill,,Spangler Rd.,,2309;,SW1200;,02/54;,"  2309  :  SW1200  (19489, 4255-4, 2-54)   Ex PNC #2309 (shop switcher), exx SP #2309, exxx SP #2216, nee SP (T&NO) #116."
Farmers Cooperative,,,grain elevator,Dorchester,,"208 W Depot St., 68343",  (402) 946-2211,2329;,GP38;,;,  2329  :   GP38            Ex BNSF #2329.  Acq. c. 2021.
Cemex,,(formerly CSR Rinker Materials Corp.),(aggregates),Pennsuco,,10900 NW 138th St.    (NW of Hialeah)     [(305) 558-0661],,233; 233; 86589;  661;,SW9; SW1200; SW1200; GP9;,12/54; /65; 4/57; ; 11/54;,"    233  :  SW9  (20092, 4285-5, 12-54)  Ex CRS Rinker  (same), nee FEC #233.
 25138  :  SW1200   (30536, 7804-4,   -65)  Ex CRS Rinker  (same), exx BNSF #3510, exxx BN #242, nee CB&Q #9284.
86589  :  SW1200  (22828 4-57)  Ex CRS Rinker #86589  (same), exx # 87-09, exxx #1008, exxxx CV #1510, exxxx GTW #1510, nee GTW #1270.
    661  :  GP9  (20002, 5373-11, 11-54)  Ex CRS Rinker  (same), nee FEC #661."
BASF,,(formerly Cognis),,Kankakee,,"2525 S Kensington Ave., 60901",(815) 932-6751,2346;,NW2;,10/47;,"   2346 :  NW2  (4773, E-830-2, 10-47)  Ex Union Tank Car #12346  (El Dorado, Ks.), nee EJ&E #410."
"Conrad Yelvington Distributors, Inc.",,,(aggregates),Largo,,"2110 20th Ave. SE, 33771               ",  [(727) 518-0106],238; 2116; ,S2; RS1;,/48; 4/43;,"   238  :  S2  (76180,     -48)  Ex International Minerals & Chemicals #206  (Fort Lonesome, Fl.), previously at Noralyn, Fl., exx B&O #9060, nee B&O #516.  O/s  by 2-18.
 2116  :  RS1  (70809, 4-43)  Ex #303 (Tampa, Fl.), ex #205  (Benson Jct., Fl.), exx IMC-Agrico #205  (Big Four Mine, Brewster, Fl.), exxx IM&C #205  (Kingsford, Fl.), exxxx  Peabody Coal  (New Shawneetown, Il.), exxxxx SR #5, exxxxxx Tennessee RR #5, nee ASAB #907."
"Conrad Yelvington Distributors, Inc.",,,(aggregates),Wildwood,,Martin Luther King / SR 44A,,239; 2111?;,S2; GP30;,6/46; ;,"239  :  S2  (74481, 6-46)  Formerly at Fort Lauderdale, Fl., ex IM&C #202  (Fort Lonesome, Fl.), previously at Noralyn Plant, nee Ontario Northland #1202.  Transferred (2002).
{2111?]   :  GP30          [Ex #0804, exx AGR #2180 ?]"
Cresson Steel,,,,Cresson,Pa,134 Pfeister Ave.,,24;,GE 65ton (II-B);,06/47;,"24  :  GE 65ton (II-B)  (29060, 6-47)  Ex Excelon #24  (Eddystone, Pa.), exx PECO Energy #24  (same), nee Philadelphia Electric Co. #24  (same)."
ASARCO - smelter,,,  (copper smelter)   ,,,"     (P. O. Box 8, 85235)     ", [(602) 363-5531],240; ;,GE 80ton; GE 100ton;,4/52; 9/67;,"  240  :  GE 80ton  (31336, 4-52)  Ex GE  (Cleveland, Oh.), previously #2 at East Columbia, Md., exx Coors Co. #998(1st)  (Golden, Co.), nee Sharon Steel #16  (Lowellville, Oh.)  Acq. 1993.
             :  GE 100ton  (36323, 9-67)  Previously at Shelby, Ca. "
West Memphis Reload,(Jaguar Transportation),,,,,1821 Port Rd,,2428;,???;,;,  2428  :  ???     Ex Southwestern RR #2428.  Acq. 2022.
Boise Locomotive Co.  ,(subs. MPI)     , (formerly Morrison-Knudsen),,Boise,Id.,,,243;,SW1;,10/41;,"  243  :  SW1  (1401, 10-41)  Ex Morrison-Knudsen #243  (same), exx Mountaintop Diesel (div. M-K) #243  (Mountaintop, Pa.), exxx USS - Fairless Works #243  (Fairless Hills, Pa.), nee EJ&E #243."
Bronco Road Rail Terminal / BRRT,,,transload,,,"430 Manning Rd., 78409",(3610 289-1353,2435; ; ,MP15; GP15;,5/82; ;,"  2435  :  MP15  (817015-32, 5-82)  Ex Norfolk & Portsmouth Belt Line #2435, exx NS #2435, nee SR #@2435.  Acq. 2016.
            :  GP15"
"Kaapa Ethanol, LLC",,,,Minden,,"8450 Kaapa Ln., 68959   (on US 34 / 6 mi. W of..., 3 mi. E of Axtell)",(308) 743-2217,2452; MWLX 3107;,SW1500; GP40d;,09/67; ;,"  2452  :  SW1500   (33143, 4518-3, 9-67)  Nee SP #2452.  Acq. 
(MWLX 3107)  :  GP40d        Acq. 2018."
Haskell Lemon Construction Co.,(Jaguar Transportation),,,,,1821 Port Rd,,2468;,;,;,  2468  :  ???     Ex Southwestern RR #2468.  Acq. 2022.
Farmway Co-Op,,,,Glen Elder,,Mill St.,,2506;,GP35;,2/65;,"  2506  :  GP35  (29721, 7756-20, 2-65)  Ex Kyle #2506,exx SP #6318, nee SP #7719."
Landus Cooperative,,,,Greene,,,,2509;,GP7;,6/50;,"  2509  :  GP7  (10189, 6013-2, 6-50)  Formerly at Rake, Ia., previously at Bradford, Ia., ex JLCX #2509, ex Hudson Bay Ry #2509, ex Central Kansas Ry #2509, ex CNW #4441, nee SLSF #516.  Trans. 2024."
AGP / Ag Processing Inc.,,(Formerly Boone Valley Co-Op Processing),,Eagle Grove,,"500 N. Commercial St.              (P.O. Box 85, 50533) ",  [(515) 448-4711],2510;,GP7;,5/53;,"  2510  :  GP7  (18250, 5271-2, 5-53)  Ex Council Bluffs RR #2510, ex Hudson Bay Ry #2510, ex Panhandle Northern #4484, ex CNW #4484, nee CNW #1637."
Archer-Daniels-Midland,,(formerly St. Charles Elevator Co.),,Destrehan,,"12710  River Rd.           (P.O. Box 120, Ama, La. 70031)                  ",  [(504) 764-7586],2539;,SW1500;,?/69;,"  2539  :  SW1500  (35232, 4561-17,   -69)  Nee SP #2539."
Union Tank Car Co. / UTLX,,(formerly Lithcote Co.)    ,(railcar shop) ,Ville Platte,,"1373 Union Tank Rd.  (P.O. Box 466, 70586)               ",  [(318) 363-5507],25664; RSSX 904; RSSX 2011;,GE 65ton; SW1200; SW?;,05/53; 04/66; ;,"           25664  :  GE 65ton (31858, 5-53)  Nee USS - National Tube Works #1  (McKeesport, Pa.)  [From S&I Locomotive (D)  (c.2004) ?]
  (RSSX 904)  :  SW1200  (31224, 7859-9, 4-66) Nee MP #1150.  Acq. by 2018.  [returned ?]
  (RSSX 2011)  :  SW       Acq. by 2023."
"Conrad Yelvington Distributors, Inc.  ",,, (aggregates),,,"4800 Cone Rd., 33610    ",  [(813) 621-0074],258; ;,T6; GP7/9;,6/66; ;,"  258  :  T6  (3454-01, 6-66)  Ex IM&C #208  (Fort Lonesome, Fl.), previous at ASAP Plant  (Kingsford, Fl.), ex IM&C #16  (Brewster, Fl.), exx Brewster Phosphate Products (same), nee American Cyanamid #16  (same).
          :  GP7/9"
"Conrad Yelvington Distributors, Inc.    (aggregates)",,,,Krome    (Miami),,"5800 S/W Krome Ave. (SW58th St), 33193      (at former General Portland Cement plant, 17 mi. S/W of Miami)",    (305) 386-9713,262; 366; PRLX;,RS1; S2; GP38-2;,1/46; 9/46; ;,"    262  :  RS1  (74910, 1-46)  Ex #1111  (same), exx Chattahoochee Industrial #1111, exxx Louisiana Midland #1 (1111), nee G&MO #1111.  Acq. 1992.  Apparently o/s by 2022
    366  :  S2  (74792, 9-46)  formerly at Riviera Beach, Fl., ex S.C. Public Rys #1003, exx SCL #47, nee SAL #1431.  Apparently o/s by 2022
  (PRLX)  :  GP38-2"
OxyVinyls LP  –  Deer Park Chlor-Alkali Site        ,(j/v Occidental Chemical & PolyOne)     ,(formerly Diamond Shamrock),,,,"1010 Tidal Road, 77536      ", [(281) 476- 2000],2672; SILX 1575;,SW1500; SW1;,?/72; 5/53;,"     2672  :  SW1500  (4608-82,     -72)  Nee SP #2672.
 (SILX 1575)  :  SW1 (r/b w/ Blunt trucks)  (18106, 4228-1, 5-53)  Ex Sherwin Alumina  (Gregory, Tx.), exx Reymolds Metals  (same), nee CNW #1274."
E Energy,,,ethanol,Adams,Ne,"13238 E Aspen Rd, 68301    (~2 mi  NW of...)",  (402) 988-4655,2676;,SW900;,?/58;,"    2676  :  SW900  (24976, 4424-4,   -58)  Ex Relco #906, nee GTW #7265. "
National Lime & Stone Co.,,,,Akron,,"101 W. Emerling Ave.,  44301                         ",  [(330) 762-5461],2691;,GP35;,03/65;," 2691  :  GP35  (29946, 7774-47, 3-65)  Ex W&LE #2691, nee SR #2691."
"7D Switching Service / Seven D Industries, L.P.",  (subs. DeGol),,transload warehouse,Hollidaysburg,,"977 DeGol Industrial Dr., 16648",  (814) 317-4077,2694; 2210,GP40-2; GP38AC;,; ;,"  2694  :   GP40-2        Ex GMTX #2694, nee D&RGW.  Acq. c. 2022.
  2210  :   GP38AC        Ex GMTX #2210.  Acq. 2024."
"Conrad Yelvington Distributors, Inc.",,,,Ocala,,"2002 Southwest 5th Ave, 34474                                 ",  [(352) 629-2100 ],275;,RS1;,6/44;,"    275  :  RS1  (72812, 6-44)  Ex #3  (same), exx Chattahoochee Industrial #3, nee Atlanta & St. Andrews Bay #909."
"Renewable Fiber, Inc. / Jansen & Eastern",,,woodchips,Bunyan,,(3 mi. S of Johnstown)  CR 42,,2771;,GE 25ton;,10/42;,"    2771  :  GE 25ton (I-B1)  (15859, 10-42)  Ex Cargill Salt  (Hutchinson, Ks.), exx USN #65-00339 (Philadelphia Navy Yard #21, Philadelphia, Pa.)  Acq. 2001."
Vulcan Materials LP – Mideast Div.  –  Annapolis Sales Yard     ,,(formerly Tarmac America),,Annapolis Jct.    (Jessup / Laurel),,"8110 Brock Bridge Road, (Laurel), MD 20724                             ",   [(410) 792-2956],2779;,U23-B;,11/74;,"  2779 :  U23-B  (40100, 11-74)  Ex Tarmac America  (same), exx Wimpey Minerals  (same), exx CR #2779, nee LV #503.  (O/s w/ cracked block 1-23)"
Deer Park Refining LP / Shell Oil Co.       ,(j/v Shell & Pemex),,,Deer Park,,"301 E. 13th, 77067    ",    [(713) 246-4371],27800; 27804;,SW1200; SW1200;,12-64; ?/65;,"27800  :  SW1200  (29641, 4469-4, 12-64)  Ex SP #2265, nee SP #1600.
27804  :  SW1200  (29791, 7766-2,  -65)  Nee MP #1153.  Acq. 1985."
CHS SunPrairie,,"(formerly Cargill, Inc.  )",,,,"1600 27th St. SE, 58701",(701) 852-1429,2829;,SD45T-2m;,;,"  2829  :  SD45T-2m         Ex Northern Plains Ry #2829, exx Mohall / MRI #2829, nee SP #9192.  Acq. 2019."
Port Panama City,,,,Panama City,,"  (off US 98 Business)         (P. O. Box 15095, 32406)                   ", [(850) 767-3220],287; MPRX 1371; ; JWRX 87;,SW8; SW1200RS; R/P Alco; S2m;,/51; /60; ; ;," 287  :  SW8  (A-237,   -51)  Ex Pend Oreille Newsprint  (Usk, Wa.), exx CP Forest Prod.  (Thunder Bay, On.), exxx Great Lakes Paper  (same), nee CP #6708.
(MPRX 1371)  :  SW1200RS  (A-1856,    -60)  Ex PRLX #1371, nee CN #1371.
                   :  R/P Alco 
(JRWX 87) :  S2m            Acq. 2010."
Vulcan Materials,, (formerly Reed Crushed Stone),,Grand Rivers,,"947  US Hwy. 62, 42045                  ", [(270) 362-1232],2900;,SW1200;,3/66;,"    2900  :  SW1200  (31238, 4491-11, 3-66)  Ex Reed Crushed Stone #2900  (same), nee MP #1290.  Acq. 1985."
Tyson Foods,,(formerly Tyson RR),(poultry feed mill)  ,Ivalee   (Attalla),,"Walnut Grove Hwy.                (Rt 1/Box 322, 35954)                               [(256) 538-0866]",,293;,SW900;,6/60;,"    293 :  SW900  (25895, 6-60)  Ex Tyson RR #293, exx Birmingham Southern #293, nee BS #93."
Montana Resources,,  (formerly Anaconda Copper),,Butte,,,,295 (U212);,SW900;,04/56;,"    295 (U212)  :  SW900  (21246, 4337-1, 4-56)  Ex Anaconda Copper #295  (same), nee Pickering Lumber #101  (Standard, Ca.) 
"
Tyson Foods,,,,Waldron ,,"Fir St., 72958     ",   [(501) 637-2121],2D5;,GE 45ton;,9/56;,"   2D5  :  GE  45ton (II-C2)  (32701, 9-56)  Ex North American Car  (Murfreesboro, Tn.), previously at Chicago Ridge, Il., nee Shahmoon Ind. #7  (Phillipsburg, N. J.)"
Consolidated Grain & Barge ,  (j/v Zen-Noh & Itochu),,,Curran,,                   ,       [(217) 483-2442],3;,RS1;,6/45;,"        3  :  RS1  (73760, 6-45)  Formerly at Naples, Il., ex Naples Terminal #3  (same), exx Algers, Winslow & Western #3, exxx Soo #101, nee DSS&A #101. "
Standridge Color Corp.,,,,Social Circle,,"832 E. Hightower Trail (SR 229), 30279     ", [(770) 464-3362],3;,SW1,10/46,"  3  :  SW1  (3884, 10-46)  Ex Stone Mountain Scenic RR  (Stone Mountain, Ga.), exx Groveton Paper #1114  (Groveton, N.H.), nee B&M #1114.  Acq. 1996. "
